MatchFk,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,red_p1,red_p2,red_p3,red_p4,red_p5,result,rank_fk,rank_name,Patch
EUW1_7604267644,139,55,2,9,143,121,47,93,22,53,1,9,Grandmaster,15.22.724.5161
EUW1_7603303412,61,162,12,63,104,125,179,159,58,167,0,9,Grandmaster,15.22.724.5161
EUW1_7603259771,41,102,129,87,189,38,146,181,183,53,0,9,Grandmaster,15.22.724.5161
EUW1_7603225804,31,46,93,155,101,2,81,177,22,190,1,9,Grandmaster,15.22.724.5161
EUW1_7603189089,127,126,13,183,114,56,17,150,63,122,1,9,Grandmaster,15.22.724.5161
EUW1_7603152370,153,136,57,59,65,61,17,49,63,104,1,9,Grandmaster,15.22.724.5161
EUW1_7603134019,113,170,146,140,15,127,107,150,93,154,1,9,Grandmaster,15.22.724.5161
EUW1_7603072116,46,116,111,176,103,127,81,168,63,20,0,9,Grandmaster,15.22.724.5161
EUW1_7603064946,5,66,171,22,15,170,116,13,9,154,0,9,Grandmaster,15.22.724.5161
EUW1_7602185836,40,153,24,22,20,128,17,188,183,86,1,9,Grandmaster,15.22.724.5161
EUW1_7604578460,163,146,49,142,79,112,73,2,140,154,0,9,Grandmaster,15.22.724.5161
EUW1_7604532627,112,105,68,155,143,164,113,66,140,15,0,9,Grandmaster,15.22.724.5161
EUW1_7604492919,185,105,180,36,133,112,52,168,176,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604447906,112,100,129,85,20,164,179,40,63,122,0,9,Grandmaster,15.22.724.5161
EUW1_7604397909,0,31,40,187,53,112,186,111,93,122,0,9,Grandmaster,15.22.724.5161
EUW1_7604263336,112,28,117,160,122,181,186,48,93,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604246920,117,113,165,10,15,112,107,13,63,114,1,9,Grandmaster,15.22.724.5161
EUW1_7603957469,112,169,167,63,94,114,131,24,22,189,1,9,Grandmaster,15.22.724.5161
EUW1_7603766011,112,73,190,63,103,98,31,40,142,144,1,9,Grandmaster,15.22.724.5161
EUW1_7603621234,112,66,81,22,132,61,47,93,155,189,1,9,Grandmaster,15.22.724.5161
EUW1_7603556986,2,108,3,9,154,112,146,150,160,86,0,9,Grandmaster,15.22.724.5161
EUW1_7603518416,112,161,8,183,152,5,146,3,64,103,1,9,Grandmaster,15.22.724.5161
EUW1_7603296178,43,107,146,96,114,112,55,40,163,122,0,9,Grandmaster,15.22.724.5161
EUW1_7603260332,112,170,13,63,18,181,116,29,96,4,1,9,Grandmaster,15.22.724.5161
EUW1_7602628963,14,34,27,22,20,112,108,190,10,65,0,9,Grandmaster,15.22.724.5161
EUW1_7602573468,42,116,150,183,53,112,81,2,130,103,1,9,Grandmaster,15.22.724.5161
EUW1_7602504067,44,47,151,85,8,112,116,111,63,122,0,9,Grandmaster,15.22.724.5161
EUW1_7602471919,56,29,177,155,118,112,47,159,32,4,1,9,Grandmaster,15.22.724.5161
EUW1_7602234180,112,55,186,63,18,42,45,33,189,118,0,9,Grandmaster,15.22.724.5161
EUW1_7604712300,112,146,190,10,103,110,81,40,22,65,0,9,Grandmaster,15.22.724.5161
EUW1_7604625929,5,121,129,63,4,98,17,180,176,118,1,9,Grandmaster,15.22.724.5161
EUW1_7604585434,172,179,180,63,86,24,105,186,106,122,1,9,Grandmaster,15.22.724.5161
EUW1_7604535550,28,135,14,59,20,138,45,167,9,154,1,9,Grandmaster,15.22.724.5161
EUW1_7604499849,125,97,2,183,4,180,29,129,155,114,0,9,Grandmaster,15.22.724.5161
EUW1_7604471544,128,116,190,58,82,180,146,40,10,133,0,9,Grandmaster,15.22.724.5161
EUW1_7604422458,98,116,146,140,15,136,110,24,10,4,0,9,Grandmaster,15.22.724.5161
EUW1_7604382528,125,146,181,63,122,57,116,147,22,82,0,9,Grandmaster,15.22.724.5161
EUW1_7604332067,162,19,0,183,20,139,55,111,63,118,0,9,Grandmaster,15.22.724.5161
EUW1_7604301299,21,92,152,130,103,41,56,89,9,154,1,9,Grandmaster,15.22.724.5161
EUW1_7604052603,0,146,147,10,53,127,31,8,9,144,0,9,Grandmaster,15.22.724.5161
EUW1_7604004200,0,34,2,58,82,26,105,151,183,20,1,9,Grandmaster,15.22.724.5161
EUW1_7603652266,0,105,2,22,15,46,100,172,155,154,0,9,Grandmaster,15.22.724.5161
EUW1_7603559377,134,170,33,59,154,5,156,68,93,15,0,9,Grandmaster,15.22.724.5161
EUW1_7603518626,56,74,165,140,86,164,105,186,46,94,1,9,Grandmaster,15.22.724.5161
EUW1_7603432052,125,66,93,36,37,153,34,3,155,118,1,9,Grandmaster,15.22.724.5161
EUW1_7603404658,51,121,79,22,65,88,116,2,142,104,0,9,Grandmaster,15.22.724.5161
EUW1_7604753703,128,116,33,32,103,31,81,129,85,143,0,10,Challenger,15.22.724.5161
EUW1_7604655671,5,179,99,63,18,51,81,147,22,53,0,10,Challenger,15.22.724.5161
EUW1_7604558337,23,100,79,10,133,5,135,171,85,103,0,10,Challenger,15.22.724.5161
EUW1_7604481969,113,17,147,58,104,139,56,167,22,15,1,10,Challenger,15.22.724.5161
EUW1_7604328464,112,73,111,147,114,0,55,49,183,15,1,10,Challenger,15.22.724.5161
EUW1_7603667613,121,55,147,63,165,117,146,186,140,86,1,10,Challenger,15.22.724.5161
EUW1_7603554351,46,179,147,10,53,0,113,99,27,115,0,10,Challenger,15.22.724.5161
EUW1_7603474903,5,146,117,68,132,125,116,168,36,82,1,10,Challenger,15.22.724.5161
EUW1_7603402647,139,116,8,142,122,81,146,147,140,20,0,10,Challenger,15.22.724.5161
EUW1_7603340418,31,55,146,183,143,189,100,129,36,122,0,10,Challenger,15.22.724.5161
EUW1_7603294170,134,153,68,22,65,61,146,147,36,103,0,10,Challenger,15.22.724.5161
EUW1_7602816810,139,29,181,12,103,28,179,171,36,34,1,10,Challenger,15.22.724.5161
EUW1_7602740124,5,81,129,85,101,38,100,49,63,118,1,10,Challenger,15.22.724.5161
EUW1_7602659480,31,170,2,36,118,56,29,81,93,15,0,10,Challenger,15.22.724.5161
EUW1_7602574990,139,110,46,58,105,23,73,147,63,15,1,10,Challenger,15.22.724.5161
EUW1_7602501251,5,116,79,59,4,28,29,147,155,18,0,10,Challenger,15.22.724.5161
EUW1_7602455810,128,107,147,63,103,110,105,79,164,115,0,10,Challenger,15.22.724.5161
EUW1_7602269651,5,116,171,64,40,125,100,79,85,20,1,10,Challenger,15.22.724.5161
EUW1_7602217068,180,52,129,10,20,23,146,181,93,115,1,10,Challenger,15.22.724.5161
EUW1_7604712970,136,33,180,172,53,0,169,67,106,87,0,9,Grandmaster,15.22.724.5161
EUW1_7604667696,181,55,7,59,154,125,0,2,188,65,1,9,Grandmaster,15.22.724.5161
EUW1_7604612428,2,151,159,85,53,31,100,68,96,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604571163,139,170,93,187,105,56,100,13,10,53,0,9,Grandmaster,15.22.724.5161
EUW1_7604539656,56,47,0,22,189,149,161,168,9,115,0,9,Grandmaster,15.22.724.5161
EUW1_7604495102,88,128,51,183,115,56,55,171,147,4,1,9,Grandmaster,15.22.724.5161
EUW1_7604444255,162,105,51,63,118,153,161,65,187,103,0,9,Grandmaster,15.22.724.5161
EUW1_7604406384,5,161,159,176,118,51,146,131,106,167,1,9,Grandmaster,15.22.724.5161
EUW1_7604114477,26,52,172,142,122,180,108,117,106,118,1,9,Grandmaster,15.22.724.5161
EUW1_7604068515,13,151,146,22,65,38,52,159,58,118,0,9,Grandmaster,15.22.724.5161
EUW1_7603995787,182,66,26,183,132,57,116,99,140,65,1,9,Grandmaster,15.22.724.5161
EUW1_7603836224,63,97,180,183,87,172,135,79,58,167,1,9,Grandmaster,15.22.724.5161
EUW1_7603781644,57,66,3,24,87,79,169,67,106,65,1,9,Grandmaster,15.22.724.5161
EUW1_7602841890,157,73,12,22,177,127,81,67,85,143,1,9,Grandmaster,15.22.724.5161
EUW1_7602764829,61,116,93,32,154,153,141,1,106,143,1,9,Grandmaster,15.22.724.5161
EUW1_7602707714,5,100,147,59,118,41,73,150,63,18,1,9,Grandmaster,15.22.724.5161
EUW1_7602643081,56,100,1,183,15,5,146,181,187,105,1,9,Grandmaster,15.22.724.5161
EUW1_7601747005,136,114,147,32,122,5,179,150,183,20,0,9,Grandmaster,15.22.724.5161
EUW1_7601685388,57,81,147,187,143,56,70,146,183,86,1,9,Grandmaster,15.22.724.5161
EUW1_7601632981,180,105,172,106,53,181,100,13,64,123,0,9,Grandmaster,15.22.724.5161
EUW1_7604387001,112,17,129,10,53,5,126,111,155,132,0,9,Grandmaster,15.22.724.5161
EUW1_7603234586,5,66,61,183,114,180,29,13,140,4,1,9,Grandmaster,15.22.724.5161
EUW1_7603203822,88,31,67,36,65,185,66,186,164,118,0,9,Grandmaster,15.22.724.5161
EUW1_7603149347,125,66,181,142,101,100,146,168,183,65,1,9,Grandmaster,15.22.724.5161
EUW1_7603130783,61,105,100,191,15,113,169,2,96,104,1,9,Grandmaster,15.22.724.5161
EUW1_7602161830,121,186,147,159,101,5,66,146,10,103,0,9,Grandmaster,15.22.724.5161
EUW1_7602127394,56,105,39,163,154,127,45,147,63,18,0,9,Grandmaster,15.22.724.5161
EUW1_7602106489,56,121,165,27,118,5,105,7,163,4,0,9,Grandmaster,15.22.724.5161
EUW1_7602063192,128,81,147,22,4,136,105,150,140,114,0,9,Grandmaster,15.22.724.5161
EUW1_7601396537,56,47,12,36,4,69,105,146,32,114,0,9,Grandmaster,15.22.724.5161
EUW1_7601352944,43,105,111,22,53,138,151,146,10,65,0,9,Grandmaster,15.22.724.5161
EUW1_7600959018,56,179,133,36,113,162,105,155,27,143,0,9,Grandmaster,15.22.724.5161
EUW1_7600936607,105,17,79,183,4,5,156,147,63,190,0,9,Grandmaster,15.22.724.5161
EUW1_7603429954,70,150,186,155,152,102,116,181,191,167,0,9,Grandmaster,15.22.724.5161
EUW1_7603384760,56,70,147,22,99,172,170,146,63,18,0,9,Grandmaster,15.22.724.5161
EUW1_7603358674,0,105,146,10,104,126,70,24,27,65,1,9,Grandmaster,15.22.724.5161
EUW1_7603172363,38,150,146,59,143,5,179,111,133,65,0,9,Grandmaster,15.22.724.5161
EUW1_7602131409,139,105,181,10,122,42,121,147,63,118,0,9,Grandmaster,15.22.724.5161
EUW1_7602102034,48,186,33,96,65,136,56,147,63,4,0,9,Grandmaster,15.22.724.5161
EUW1_7600976737,127,100,67,66,132,117,146,3,12,15,1,9,Grandmaster,15.22.724.5161
EUW1_7600953071,23,170,33,10,15,134,151,42,27,18,1,9,Grandmaster,15.22.724.5161
EUW1_7599803872,189,45,146,63,4,153,55,89,10,122,1,9,Grandmaster,15.22.724.5161
EUW1_7599770838,75,179,147,180,115,125,105,3,142,4,1,9,Grandmaster,15.22.724.5161
EUW1_7599749499,138,186,33,183,94,75,29,111,59,154,0,9,Grandmaster,15.22.724.5161
EUW1_7599705455,0,110,2,9,15,162,29,27,63,115,1,9,Grandmaster,15.22.724.5161
EUW1_7599697037,24,55,181,22,104,0,186,2,10,53,0,9,Grandmaster,15.22.724.5161
EUW1_7598596129,75,70,111,180,15,42,45,125,63,114,0,9,Grandmaster,15.22.724.5161
EUW1_7598578034,57,146,165,140,18,127,169,67,66,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604243084,57,66,51,96,101,56,17,172,160,143,0,9,Grandmaster,15.22.724.5161
EUW1_7604235014,127,146,84,22,15,128,97,3,27,4,1,9,Grandmaster,15.22.724.5161
EUW1_7604231062,41,179,40,87,53,160,126,68,63,104,1,9,Grandmaster,15.22.724.5161
EUW1_7604218179,102,105,181,140,143,5,35,170,188,15,0,9,Grandmaster,15.22.724.5161
EUW1_7604212572,127,55,171,63,53,43,34,8,155,87,1,9,Grandmaster,15.22.724.5161
EUW1_7604123209,105,121,159,59,177,162,17,2,9,53,1,9,Grandmaster,15.22.724.5161
EUW1_7604092101,5,81,65,22,15,75,146,57,183,53,0,9,Grandmaster,15.22.724.5161
EUW1_7603876737,44,146,14,22,65,41,108,67,58,101,0,9,Grandmaster,15.22.724.5161
EUW1_7603438980,57,31,111,22,87,0,70,171,140,53,1,9,Grandmaster,15.22.724.5161
EUW1_7603033598,42,34,146,183,103,23,35,1,59,94,0,9,Grandmaster,15.22.724.5161
EUW1_7603027797,71,151,180,85,101,41,186,39,130,103,1,9,Grandmaster,15.22.724.5161
EUW1_7603020635,13,151,68,22,103,88,70,24,163,101,1,9,Grandmaster,15.22.724.5161
EUW1_7603010891,75,116,33,22,143,0,45,40,19,101,1,9,Grandmaster,15.22.724.5161
EUW1_7602986733,128,151,89,22,101,121,47,111,145,115,0,9,Grandmaster,15.22.724.5161
EUW1_7602963861,127,29,190,22,53,88,169,146,59,87,0,9,Grandmaster,15.22.724.5161
EUW1_7602936349,57,105,65,63,103,5,81,89,9,53,1,9,Grandmaster,15.22.724.5161
EUW1_7604450763,128,100,146,32,18,13,186,49,155,94,1,10,Challenger,15.22.724.5161
EUW1_7604429647,5,104,117,155,4,164,151,147,58,122,1,10,Challenger,15.22.724.5161
EUW1_7603943723,5,116,190,155,65,125,179,71,63,103,1,10,Challenger,15.22.724.5161
EUW1_7603395589,117,186,40,142,15,139,146,100,58,115,1,10,Challenger,15.22.724.5161
EUW1_7603180218,128,186,129,10,122,112,47,190,183,40,0,10,Challenger,15.22.724.5161
EUW1_7603158139,127,74,129,36,154,45,186,111,58,15,0,10,Challenger,15.22.724.5161
EUW1_7602756601,44,121,5,22,65,28,66,150,58,122,1,10,Challenger,15.22.724.5161
EUW1_7602194197,139,100,111,10,115,5,105,89,63,103,0,10,Challenger,15.22.724.5161
EUW1_7602106392,43,170,147,167,122,128,186,111,58,4,1,10,Challenger,15.22.724.5161
EUW1_7602068969,44,55,165,58,118,5,191,186,10,115,1,10,Challenger,15.22.724.5161
EUW1_7601710372,61,33,13,10,18,182,186,150,63,4,1,10,Challenger,15.22.724.5161
EUW1_7601659951,56,146,2,63,123,46,169,40,10,86,0,10,Challenger,15.22.724.5161
EUW1_7601595772,42,55,111,183,4,127,81,79,27,20,1,10,Challenger,15.22.724.5161
EUW1_7601188590,105,55,190,10,122,61,153,181,96,118,0,10,Challenger,15.22.724.5161
EUW1_7601146387,46,31,177,85,115,56,116,146,58,154,0,10,Challenger,15.22.724.5161
EUW1_7601088810,28,116,129,77,4,138,31,111,10,122,0,10,Challenger,15.22.724.5161
EUW1_7604849388,56,105,186,22,101,139,73,188,93,132,1,9,Grandmaster,15.22.724.5161
EUW1_7604819927,31,126,7,155,122,181,34,111,36,114,0,9,Grandmaster,15.22.724.5161
EUW1_7604714341,114,146,171,187,86,125,173,116,140,53,1,9,Grandmaster,15.22.724.5161
EUW1_7604622391,88,55,190,59,122,51,135,2,155,4,0,9,Grandmaster,15.22.724.5161
EUW1_7604584185,185,146,147,155,115,75,97,7,22,123,1,9,Grandmaster,15.22.724.5161
EUW1_7604492888,13,105,3,58,167,180,35,181,188,115,0,9,Grandmaster,15.22.724.5161
EUW1_7604467733,0,170,159,59,143,2,70,180,9,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604082865,5,170,24,187,122,41,146,167,63,103,0,9,Grandmaster,15.22.724.5161
EUW1_7603843400,110,170,79,9,167,56,186,177,24,122,1,9,Grandmaster,15.22.724.5161
EUW1_7603790052,125,116,167,183,118,0,146,181,24,4,1,9,Grandmaster,15.22.724.5161
EUW1_7603723835,23,161,69,32,18,5,100,79,22,167,1,9,Grandmaster,15.22.724.5161
EUW1_7603641118,185,73,167,96,4,181,52,111,85,184,1,9,Grandmaster,15.22.724.5161
EUW1_7603566980,138,170,2,163,103,181,186,146,142,167,0,9,Grandmaster,15.22.724.5161
EUW1_7603521516,38,83,117,10,15,127,146,159,36,94,1,9,Grandmaster,15.22.724.5161
EUW1_7603470298,182,179,2,67,53,98,170,159,147,132,0,9,Grandmaster,15.22.724.5161
EUW1_7604752165,0,170,93,163,154,5,191,129,22,82,1,10,Challenger,15.22.724.5161
EUW1_7604713729,61,156,49,85,101,128,179,150,142,53,1,10,Challenger,15.22.724.5161
EUW1_7604628790,88,170,13,58,15,56,73,111,63,167,0,10,Challenger,15.22.724.5161
EUW1_7602350035,5,170,165,142,167,57,31,180,188,4,1,10,Challenger,15.22.724.5161
EUW1_7602296442,56,55,68,63,118,5,29,180,85,101,0,10,Challenger,15.22.724.5161
EUW1_7602071998,5,97,93,36,65,153,34,181,183,20,0,10,Challenger,15.22.724.5161
EUW1_7601239660,5,108,1,85,20,182,170,39,63,4,1,10,Challenger,15.22.724.5161
EUW1_7600984702,57,45,79,63,40,3,81,12,27,53,1,10,Challenger,15.22.724.5161
EUW1_7600226564,128,107,147,9,103,5,97,111,63,115,1,10,Challenger,15.22.724.5161
EUW1_7599870292,125,45,147,164,20,38,29,180,63,103,0,10,Challenger,15.22.724.5161
EUW1_7599108951,51,170,190,147,23,61,121,2,27,53,1,10,Challenger,15.22.724.5161
EUW1_7598707255,139,55,68,63,37,127,179,165,183,104,1,10,Challenger,15.22.724.5161
EUW1_7597895027,26,105,117,32,103,139,33,51,155,18,0,10,Challenger,15.22.724.5161
EUW1_7597835420,139,33,125,36,65,24,126,51,22,154,0,10,Challenger,15.22.724.5161
EUW1_7597626766,104,36,99,77,86,153,102,49,155,55,1,10,Challenger,15.22.724.5161
EUW1_7597577411,134,29,157,9,144,88,135,147,32,115,0,10,Challenger,15.22.724.5161
EUW1_7597521177,46,17,48,163,87,88,56,165,32,115,0,10,Challenger,15.22.724.5161
EUW1_7604833820,2,47,40,59,65,170,161,142,10,20,1,9,Grandmaster,15.22.724.5161
EUW1_7604738646,0,66,146,22,20,46,126,186,63,103,0,9,Grandmaster,15.22.724.5161
EUW1_7604702366,0,100,146,58,79,57,108,7,9,86,0,9,Grandmaster,15.22.724.5161
EUW1_7604663966,136,47,24,58,15,0,161,181,63,104,1,9,Grandmaster,15.22.724.5161
EUW1_7604618282,139,105,1,183,103,38,108,165,58,53,0,9,Grandmaster,15.22.724.5161
EUW1_7604092520,127,81,150,10,104,110,97,1,63,132,1,9,Grandmaster,15.22.724.5161
EUW1_7604031995,125,47,51,27,115,117,186,129,10,86,0,9,Grandmaster,15.22.724.5161
EUW1_7603881432,129,179,145,10,15,121,170,150,36,53,0,9,Grandmaster,15.22.724.5161
EUW1_7603783469,0,70,145,188,15,127,135,33,63,115,0,9,Grandmaster,15.22.724.5161
EUW1_7603712526,41,70,147,9,66,139,186,7,63,94,1,9,Grandmaster,15.22.724.5161
EUW1_7603666296,51,121,61,9,20,117,146,5,63,118,1,9,Grandmaster,15.22.724.5161
EUW1_7603646164,172,55,33,9,122,125,146,89,22,4,0,9,Grandmaster,15.22.724.5161
EUW1_7603602682,34,56,40,36,65,71,186,142,10,15,0,9,Grandmaster,15.22.724.5161
EUW1_7603511133,5,170,67,22,143,41,73,147,10,103,0,9,Grandmaster,15.22.724.5161
EUW1_7603442369,0,153,181,63,122,75,34,117,140,4,1,9,Grandmaster,15.22.724.5161
EUW1_7603403157,57,153,150,183,103,7,170,190,10,15,1,9,Grandmaster,15.22.724.5161
EUW1_7603363015,41,55,89,58,82,51,116,111,63,103,1,9,Grandmaster,15.22.724.5161
EUW1_7604340398,44,55,188,63,53,56,81,67,58,4,0,9,Grandmaster,15.22.724.5161
EUW1_7603185054,181,74,93,180,65,153,179,89,164,34,1,9,Grandmaster,15.22.724.5161
EUW1_7603134237,139,55,24,10,118,0,107,111,36,159,1,9,Grandmaster,15.22.724.5161
EUW1_7603113909,162,170,111,64,152,127,179,89,63,132,0,9,Grandmaster,15.22.724.5161
EUW1_7602880606,5,141,129,183,86,125,100,14,63,154,1,9,Grandmaster,15.22.724.5161
EUW1_7602805805,43,33,111,183,65,28,179,177,163,103,1,9,Grandmaster,15.22.724.5161
EUW1_7602753878,61,81,186,87,123,129,107,146,183,118,1,9,Grandmaster,15.22.724.5161
EUW1_7602691162,167,179,79,183,86,51,55,33,132,61,1,9,Grandmaster,15.22.724.5161
EUW1_7602030241,189,136,33,32,15,0,179,172,176,132,0,9,Grandmaster,15.22.724.5161
EUW1_7602018539,128,179,147,155,115,45,33,3,66,94,1,9,Grandmaster,15.22.724.5161
EUW1_7601731174,156,47,171,64,86,104,170,190,96,122,0,9,Grandmaster,15.22.724.5161
EUW1_7601609205,112,179,93,176,123,169,35,13,27,53,1,9,Grandmaster,15.22.724.5161
EUW1_7601461055,180,97,14,32,87,162,55,111,106,177,0,9,Grandmaster,15.22.724.5161
EUW1_7600049175,162,66,181,85,15,61,113,49,155,65,1,9,Grandmaster,15.22.724.5161
EUW1_7604869321,139,137,67,85,101,98,174,168,10,86,0,9,Grandmaster,15.22.724.5161
EUW1_7604825346,139,174,168,27,15,26,126,180,132,52,0,9,Grandmaster,15.22.724.5161
EUW1_7604657244,139,45,79,9,154,5,33,147,63,104,0,9,Grandmaster,15.22.724.5161
EUW1_7604611037,139,66,61,163,167,125,105,147,22,18,1,9,Grandmaster,15.22.724.5161
EUW1_7604118989,53,126,51,188,132,117,45,177,32,115,1,9,Grandmaster,15.22.724.5161
EUW1_7604088117,88,33,180,183,115,146,55,172,159,126,0,9,Grandmaster,15.22.724.5161
EUW1_7604028071,46,56,147,160,143,5,34,180,133,36,1,9,Grandmaster,15.22.724.5161
EUW1_7603543281,139,81,146,63,122,46,151,49,183,18,1,9,Grandmaster,15.22.724.5161
EUW1_7603496344,26,116,93,155,132,134,126,165,58,145,1,9,Grandmaster,15.22.724.5161
EUW1_7603456775,139,179,186,177,65,38,81,147,188,82,0,9,Grandmaster,15.22.724.5161
EUW1_7604216498,51,161,186,24,144,173,105,136,96,103,0,9,Grandmaster,15.22.724.5161
EUW1_7603946259,0,179,1,183,101,112,105,7,22,15,0,9,Grandmaster,15.22.724.5161
EUW1_7603001306,164,105,5,32,101,13,170,51,10,34,1,9,Grandmaster,15.22.724.5161
EUW1_7602965517,112,29,111,85,94,50,105,129,10,20,0,9,Grandmaster,15.22.724.5161
EUW1_7602924650,125,29,111,9,115,162,105,5,183,86,0,9,Grandmaster,15.22.724.5161
EUW1_7602876911,5,34,186,160,184,117,105,13,36,154,0,9,Grandmaster,15.22.724.5161
EUW1_7602812096,5,170,150,188,23,51,105,3,93,114,0,9,Grandmaster,15.22.724.5161
EUW1_7602638835,38,131,24,163,113,31,81,151,188,143,1,9,Grandmaster,15.22.724.5161
EUW1_7602293346,190,33,180,36,53,162,105,186,22,93,1,9,Grandmaster,15.22.724.5161
EUW1_7601916002,139,73,159,160,15,121,151,2,32,103,0,9,Grandmaster,15.22.724.5161
EUW1_7601914464,116,105,181,63,4,41,170,46,36,132,1,9,Grandmaster,15.22.724.5161
EUW1_7602844896,127,45,177,10,34,57,81,147,59,190,1,9,Grandmaster,15.22.724.5161
EUW1_7602401465,46,179,40,164,122,134,146,111,58,114,1,9,Grandmaster,15.22.724.5161
EUW1_7602347480,110,146,181,63,103,139,179,111,58,20,0,9,Grandmaster,15.22.724.5161
EUW1_7602282842,61,47,1,59,34,88,74,129,163,15,1,9,Grandmaster,15.22.724.5161
EUW1_7602231415,24,45,190,140,18,128,55,14,59,4,0,9,Grandmaster,15.22.724.5161
EUW1_7600425860,70,156,111,183,86,136,31,147,106,82,1,9,Grandmaster,15.22.724.5161
EUW1_7600224504,139,47,180,12,143,42,66,159,36,15,0,9,Grandmaster,15.22.724.5161
EUW1_7600143273,75,55,68,142,101,56,107,111,96,18,0,9,Grandmaster,15.22.724.5161
EUW1_7600101870,172,47,116,96,82,28,126,79,93,103,1,9,Grandmaster,15.22.724.5161
EUW1_7599007249,41,45,99,36,104,5,146,142,63,18,0,9,Grandmaster,15.22.724.5161
EUW1_7598912154,38,46,1,22,152,19,55,150,58,104,1,9,Grandmaster,15.22.724.5161
EUW1_7598680997,61,153,111,183,18,71,55,147,59,115,0,9,Grandmaster,15.22.724.5161
EUW1_7598645642,125,55,147,187,15,61,116,69,191,114,0,9,Grandmaster,15.22.724.5161
EUW1_7598610242,46,45,111,63,103,139,56,147,59,82,1,9,Grandmaster,15.22.724.5161
EUW1_7598586215,24,102,67,59,152,38,55,147,63,104,1,9,Grandmaster,15.22.724.5161
EUW1_7603274959,164,121,68,183,152,129,70,111,10,133,1,9,Grandmaster,15.22.724.5161
EUW1_7603237379,41,146,13,187,65,155,55,147,10,115,0,9,Grandmaster,15.22.724.5161
EUW1_7603210813,136,45,111,49,15,5,121,61,63,103,0,9,Grandmaster,15.22.724.5161
EUW1_7603206885,138,70,51,160,86,5,29,186,10,65,0,9,Grandmaster,15.22.724.5161
EUW1_7602987266,125,170,2,180,154,0,121,79,183,105,1,9,Grandmaster,15.22.724.5161
EUW1_7602960621,136,186,46,176,53,128,179,2,155,103,1,9,Grandmaster,15.22.724.5161
EUW1_7602284056,56,108,111,176,103,26,74,147,36,132,1,9,Grandmaster,15.22.724.5161
EUW1_7602126109,5,97,89,63,15,139,170,13,32,115,0,9,Grandmaster,15.22.724.5161
EUW1_7602088039,146,170,2,22,65,57,55,1,10,133,0,9,Grandmaster,15.22.724.5161
EUW1_7602058069,5,170,165,27,34,0,100,147,183,94,1,9,Grandmaster,15.22.724.5161
EUW1_7601302689,5,146,111,63,82,23,108,79,10,132,1,9,Grandmaster,15.22.724.5161
EUW1_7601264760,105,170,24,10,18,113,146,14,59,4,1,9,Grandmaster,15.22.724.5161
EUW1_7600995068,139,81,79,93,103,33,45,147,22,15,0,9,Grandmaster,15.22.724.5161
EUW1_7604662920,26,31,99,49,114,117,170,71,115,152,1,9,Grandmaster,15.22.724.5161
EUW1_7601262210,117,146,111,27,82,75,81,48,85,115,1,9,Grandmaster,15.22.724.5161
EUW1_7600234581,117,29,39,160,4,41,100,116,93,113,1,9,Grandmaster,15.22.724.5161
EUW1_7598979849,117,105,49,63,86,112,45,171,10,65,1,9,Grandmaster,15.22.724.5161
EUW1_7597433851,117,81,89,183,20,112,169,142,63,103,0,9,Grandmaster,15.22.724.5161
EUW1_7596153426,117,47,49,59,18,136,135,111,36,65,0,9,Grandmaster,15.22.724.5161
EUW1_7594380482,41,29,159,58,118,117,180,181,87,15,0,9,Grandmaster,15.22.724.5161
EUW1_7593182793,110,34,51,183,143,117,116,177,63,65,0,9,Grandmaster,15.22.723.1955
EUW1_7593146676,71,47,113,27,118,163,73,117,183,86,1,9,Grandmaster,15.22.723.1955
EUW1_7592394132,28,173,1,140,65,5,97,84,63,103,0,9,Grandmaster,15.21.721.8442
EUW1_7602382662,182,116,167,63,118,38,28,68,188,115,1,9,Grandmaster,15.22.724.5161
EUW1_7602282462,75,100,8,27,118,44,170,111,183,104,0,9,Grandmaster,15.22.724.5161
EUW1_7600107606,5,99,186,160,113,139,70,147,10,118,0,9,Grandmaster,15.22.724.5161
EUW1_7599035230,125,135,188,22,122,71,5,111,155,103,1,9,Grandmaster,15.22.724.5161
EUW1_7598968092,42,146,81,63,103,22,47,186,183,99,0,9,Grandmaster,15.22.724.5161
EUW1_7598912881,41,55,93,36,15,44,47,99,63,114,1,9,Grandmaster,15.22.724.5161
EUW1_7598859919,128,135,150,22,115,163,56,3,66,132,1,9,Grandmaster,15.22.724.5161
EUW1_7597852902,26,186,147,155,4,127,45,68,183,113,1,9,Grandmaster,15.22.724.5161
EUW1_7596870808,146,45,2,160,123,5,186,7,85,53,1,9,Grandmaster,15.22.724.5161
EUW1_7596505667,28,66,164,10,99,110,169,111,36,20,1,9,Grandmaster,15.22.724.5161
EUW1_7596448753,136,151,79,163,115,0,169,167,39,65,1,9,Grandmaster,15.22.724.5161
EUW1_7596398607,33,170,68,27,4,26,169,190,183,104,1,9,Grandmaster,15.22.724.5161
EUW1_7594652314,42,81,181,12,122,44,45,93,64,113,0,9,Grandmaster,15.22.724.5161
