MatchFk,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,red_p1,red_p2,red_p3,red_p4,red_p5,result,rank_fk,rank_name,Patch
EUW1_7570112390,5,116,24,176,15,113,29,33,9,4,0,9,Grandmaster,15.20.719.545
EUW1_7572254260,5,139,13,58,65,136,121,159,36,15,0,9,Grandmaster,15.20.719.545
EUW1_7572229756,88,173,150,183,118,174,55,172,49,122,0,9,Grandmaster,15.20.719.545
EUW1_7572188059,0,186,171,63,104,46,170,172,183,118,0,9,Grandmaster,15.20.719.545
EUW1_7572152496,2,169,49,183,82,172,173,93,63,118,1,9,Grandmaster,15.20.719.545
EUW1_7572129425,43,156,111,163,15,138,170,89,85,122,1,9,Grandmaster,15.20.719.545
EUW1_7572083274,172,114,117,36,15,71,55,14,183,65,1,9,Grandmaster,15.20.719.545
EUW1_7571323384,128,55,155,79,132,112,81,168,144,56,0,9,Grandmaster,15.20.719.545
EUW1_7571296093,61,114,65,183,103,142,81,147,96,122,1,9,Grandmaster,15.20.719.545
EUW1_7571258814,174,114,49,58,132,172,151,147,63,103,1,9,Grandmaster,15.20.719.545
EUW1_7571093037,147,156,42,63,104,38,151,145,9,154,1,9,Grandmaster,15.20.719.545
EUW1_7567867637,56,169,129,96,4,61,170,147,77,114,1,9,Grandmaster,15.20.717.2831
EUW1_7567822429,153,114,33,132,4,90,55,177,10,104,1,9,Grandmaster,15.20.717.2831
EUW1_7567764617,42,170,49,27,94,136,119,14,155,20,0,9,Grandmaster,15.20.717.2831
EUW1_7572095873,23,170,1,27,143,75,29,79,22,65,1,9,Grandmaster,15.20.719.545
EUW1_7571058793,5,179,1,142,146,51,170,89,167,6,1,9,Grandmaster,15.20.719.545
EUW1_7570159946,5,179,13,187,103,2,55,181,59,154,0,9,Grandmaster,15.20.719.545
EUW1_7570109929,2,100,129,140,105,127,186,33,132,15,1,9,Grandmaster,15.20.719.545
EUW1_7569989772,5,73,142,12,189,125,170,181,167,112,1,9,Grandmaster,15.20.719.545
EUW1_7569957199,71,186,117,49,105,2,191,27,183,86,1,9,Grandmaster,15.20.719.545
EUW1_7570707019,112,121,147,27,132,46,81,7,77,86,1,9,Grandmaster,15.20.719.545
EUW1_7569933867,7,116,2,164,18,102,179,111,187,86,0,9,Grandmaster,15.20.719.545
EUW1_7569172287,5,70,1,59,86,121,186,147,63,103,0,9,Grandmaster,15.20.719.545
EUW1_7569120438,57,169,24,27,101,5,186,129,59,34,0,9,Grandmaster,15.20.719.545
EUW1_7569072388,57,55,147,183,122,129,121,171,22,15,1,9,Grandmaster,15.20.719.545
EUW1_7569032332,7,97,51,63,104,38,185,89,180,122,0,9,Grandmaster,15.20.719.545
EUW1_7568895446,121,34,27,93,101,51,55,129,85,65,1,9,Grandmaster,15.20.719.545
EUW1_7568754009,121,146,3,93,101,127,83,180,85,82,0,9,Grandmaster,15.20.719.545
EUW1_7567847163,44,55,2,155,53,41,126,159,66,103,1,9,Grandmaster,15.20.717.2831
EUW1_7567734055,7,107,65,27,15,163,55,111,59,53,0,9,Grandmaster,15.20.717.2831
EUW1_7565778509,57,173,40,63,15,71,33,99,36,122,0,9,Grandmaster,15.20.717.2831
EUW1_7570780998,42,116,39,22,103,23,138,3,77,20,1,9,Grandmaster,15.20.719.545
EUW1_7570773365,129,156,3,85,152,26,186,177,116,184,1,9,Grandmaster,15.20.719.545
EUW1_7570769031,56,119,172,183,86,110,156,177,63,82,1,9,Grandmaster,15.20.719.545
EUW1_7567176668,56,81,168,36,15,61,151,1,132,103,0,9,Grandmaster,15.20.717.2831
EUW1_7567075127,43,70,40,77,86,139,170,172,63,103,1,9,Grandmaster,15.20.717.2831
EUW1_7561830313,162,70,190,85,53,112,55,99,176,118,1,9,Grandmaster,15.20.717.2831
EUW1_7561697832,61,55,147,63,114,13,81,111,176,118,1,9,Grandmaster,15.20.717.2831
EUW1_7558465358,114,34,67,176,118,61,81,49,164,65,1,9,Grandmaster,15.19.715.1836
EUW1_7558420536,2,156,147,64,123,57,169,12,59,65,0,9,Grandmaster,15.19.715.1836
EUW1_7558246817,27,173,57,93,15,113,55,68,160,122,1,9,Grandmaster,15.19.715.1836
EUW1_7558206982,81,55,150,77,82,113,161,67,132,122,1,9,Grandmaster,15.19.715.1836
EUW1_7558165745,139,173,57,188,101,136,29,146,85,94,0,9,Grandmaster,15.19.715.1836
EUW1_7554527832,110,108,84,58,104,139,21,68,63,18,0,9,Grandmaster,15.19.715.1836
EUW1_7554456038,136,73,33,142,146,50,135,111,59,103,0,9,Grandmaster,15.19.715.1836
EUW1_7572261355,125,34,2,36,103,121,186,40,183,65,0,9,Grandmaster,15.20.719.545
EUW1_7572158338,0,105,190,36,122,5,81,67,163,65,1,9,Grandmaster,15.20.719.545
EUW1_7572029053,139,151,39,155,144,121,73,190,183,34,0,9,Grandmaster,15.20.719.545
EUW1_7571566220,28,186,1,187,86,138,73,190,36,132,0,9,Grandmaster,15.20.719.545
EUW1_7570191031,57,46,121,187,86,139,146,147,183,115,0,9,Grandmaster,15.20.719.545
EUW1_7570143331,5,121,190,58,118,125,116,111,36,87,0,9,Grandmaster,15.20.719.545
EUW1_7570082206,0,99,14,183,154,38,185,49,59,18,1,9,Grandmaster,15.20.719.545
EUW1_7570011243,121,108,146,9,154,13,135,147,58,15,1,9,Grandmaster,15.20.719.545
EUW1_7569912884,28,83,49,96,143,57,73,79,59,65,0,9,Grandmaster,15.20.719.545
EUW1_7569827192,139,55,189,59,104,136,135,1,130,154,0,9,Grandmaster,15.20.719.545
EUW1_7569802113,42,55,181,188,154,138,81,1,63,122,0,9,Grandmaster,15.20.719.545
EUW1_7572259053,43,170,7,183,122,134,146,147,144,114,0,9,Grandmaster,15.20.719.545
EUW1_7572228460,69,170,146,59,4,182,45,49,93,82,1,9,Grandmaster,15.20.719.545
EUW1_7572187620,125,114,147,36,65,156,81,165,63,20,0,9,Grandmaster,15.20.719.545
EUW1_7572141668,28,55,147,32,115,5,170,14,49,18,0,9,Grandmaster,15.20.719.545
EUW1_7572115233,43,113,40,77,15,156,108,147,36,93,1,9,Grandmaster,15.20.719.545
EUW1_7571015237,71,81,49,59,53,26,33,142,9,118,1,9,Grandmaster,15.20.719.545
EUW1_7570976009,26,179,147,22,15,156,114,2,49,189,0,9,Grandmaster,15.20.719.545
EUW1_7570161061,127,146,142,63,122,31,100,49,66,101,0,9,Grandmaster,15.20.719.545
EUW1_7570136877,128,179,147,22,104,61,151,2,63,190,0,9,Grandmaster,15.20.719.545
EUW1_7569934898,113,191,33,59,115,168,55,190,187,15,0,9,Grandmaster,15.20.719.545
EUW1_7570988939,5,170,147,167,122,121,146,1,163,18,1,9,Grandmaster,15.20.719.545
EUW1_7569998978,5,186,49,59,23,128,126,14,27,184,1,9,Grandmaster,15.20.719.545
EUW1_7568925116,5,116,150,183,65,121,81,147,59,103,0,9,Grandmaster,15.20.719.545
EUW1_7568848331,61,66,57,63,118,75,45,146,176,122,0,9,Grandmaster,15.20.719.545
EUW1_7568825503,181,185,2,163,15,0,105,159,27,18,1,9,Grandmaster,15.20.719.545
EUW1_7567856935,138,135,1,59,154,41,33,105,63,103,1,9,Grandmaster,15.20.717.2831
EUW1_7567725789,142,150,40,130,122,42,113,89,61,82,1,9,Grandmaster,15.20.717.2831
EUW1_7566927909,13,74,40,59,86,174,81,111,22,15,0,9,Grandmaster,15.20.717.2831
EUW1_7566837891,121,146,147,58,122,0,179,111,22,103,1,9,Grandmaster,15.20.717.2831
EUW1_7566792172,105,107,67,63,118,75,81,150,27,133,1,9,Grandmaster,15.20.717.2831
EUW1_7566709145,136,179,147,10,65,43,81,165,142,103,1,9,Grandmaster,15.20.717.2831
EUW1_7566679498,173,139,57,19,101,0,46,180,10,103,0,9,Grandmaster,15.20.717.2831
EUW1_7565932992,23,156,1,132,20,5,97,171,63,118,1,9,Grandmaster,15.20.717.2831
EUW1_7565841340,0,141,111,140,104,139,191,1,85,15,0,9,Grandmaster,15.20.717.2831
EUW1_7572200129,44,170,51,142,118,128,47,65,66,20,1,9,Grandmaster,15.20.719.545
EUW1_7571636257,112,45,5,66,190,0,185,111,22,122,1,9,Grandmaster,15.20.719.545
EUW1_7571582682,127,81,2,165,4,51,170,33,140,15,1,9,Grandmaster,15.20.719.545
EUW1_7569241542,38,146,165,63,122,57,55,150,12,144,1,9,Grandmaster,15.20.719.545
EUW1_7566120345,48,126,79,106,4,139,116,65,155,114,0,9,Grandmaster,15.20.717.2831
EUW1_7566065454,14,114,27,63,115,67,185,57,85,20,1,9,Grandmaster,15.20.717.2831
EUW1_7565632944,5,73,104,155,86,38,100,24,58,118,0,9,Grandmaster,15.20.717.2831
EUW1_7565579203,5,55,40,66,185,28,47,89,22,65,1,9,Grandmaster,15.20.717.2831
EUW1_7564213319,0,81,150,142,189,57,186,3,93,122,0,9,Grandmaster,15.20.717.2831
EUW1_7564178456,136,150,111,36,115,42,102,24,63,15,0,9,Grandmaster,15.20.717.2831
EUW1_7564140767,117,108,146,142,118,42,35,1,58,122,0,9,Grandmaster,15.20.717.2831
EUW1_7564104310,127,170,186,12,132,164,97,48,165,4,0,9,Grandmaster,15.20.717.2831
EUW1_7564068287,181,45,67,48,101,0,146,180,63,122,0,9,Grandmaster,15.20.717.2831
EUW1_7564032281,2,170,19,63,20,5,55,146,155,86,1,9,Grandmaster,15.20.717.2831
EUW1_7564003194,5,170,49,63,103,174,102,150,36,154,0,9,Grandmaster,15.20.717.2831
EUW1_7563970820,0,113,104,36,90,70,47,24,142,65,0,9,Grandmaster,15.20.717.2831
EUW1_7570954912,128,55,170,9,104,182,73,150,89,65,1,10,Challenger,15.20.719.545
EUW1_7570901533,139,83,57,183,118,182,55,7,36,154,0,10,Challenger,15.20.719.545
EUW1_7553870690,38,173,111,96,18,56,55,40,183,20,0,10,Challenger,15.19.715.1836
EUW1_7552477844,26,169,129,63,118,146,116,155,167,15,1,10,Challenger,15.19.715.1836
EUW1_7552265339,136,81,14,176,118,5,34,2,142,122,1,10,Challenger,15.19.715.1836
EUW1_7552236923,0,146,40,85,101,38,29,111,59,103,1,10,Challenger,15.19.715.1836
EUW1_7552192115,57,47,177,188,118,125,99,147,140,86,0,10,Challenger,15.19.715.1836
EUW1_7552159564,128,116,129,58,18,57,81,171,140,65,1,10,Challenger,15.19.715.1836
EUW1_7552144728,139,29,93,36,118,46,81,85,176,82,0,10,Challenger,15.19.715.1836
EUW1_7552118507,127,186,99,10,18,61,55,147,187,86,0,10,Challenger,15.19.715.1836
EUW1_7552101662,138,169,33,58,122,23,17,99,9,18,0,10,Challenger,15.19.715.1836
EUW1_7572236953,125,81,168,183,123,0,151,129,63,122,1,9,Grandmaster,15.20.719.545
EUW1_7572194113,134,170,111,36,184,88,81,68,10,133,1,9,Grandmaster,15.20.719.545
EUW1_7572000319,5,81,172,63,53,71,47,177,130,103,1,9,Grandmaster,15.20.719.545
EUW1_7571986241,61,81,111,130,53,42,33,40,59,4,1,9,Grandmaster,15.20.719.545
EUW1_7571961376,61,45,165,63,104,142,81,111,130,154,0,9,Grandmaster,15.20.719.545
EUW1_7571950297,41,116,99,63,113,28,186,165,142,143,1,9,Grandmaster,15.20.719.545
EUW1_7571935283,138,33,151,63,18,172,170,190,27,101,0,9,Grandmaster,15.20.719.545
EUW1_7571002744,180,105,111,58,118,125,74,40,93,103,1,9,Grandmaster,15.20.719.545
EUW1_7570926629,51,116,147,160,122,112,17,69,59,114,1,9,Grandmaster,15.20.719.545
EUW1_7572120920,46,81,51,63,146,172,47,129,27,144,1,9,Grandmaster,15.20.719.545
EUW1_7571748599,43,105,40,10,82,127,97,188,68,20,1,9,Grandmaster,15.20.719.545
EUW1_7571253964,5,186,14,145,103,0,161,159,176,118,1,9,Grandmaster,15.20.719.545
EUW1_7571123517,136,29,180,140,101,56,66,186,167,4,1,9,Grandmaster,15.20.719.545
EUW1_7571085450,98,170,2,63,118,41,146,139,176,65,0,9,Grandmaster,15.20.719.545
EUW1_7570506927,57,161,2,147,53,0,179,13,10,143,1,9,Grandmaster,15.20.719.545
EUW1_7570939860,5,179,99,63,113,125,37,147,85,101,0,9,Grandmaster,15.20.719.545
EUW1_7570778031,162,55,51,59,65,61,52,116,32,34,0,9,Grandmaster,15.20.719.545
EUW1_7570773828,48,126,71,155,101,26,151,177,140,34,0,9,Grandmaster,15.20.719.545
EUW1_7570768974,136,108,68,32,101,113,126,33,71,15,1,9,Grandmaster,15.20.719.545
EUW1_7570749055,125,179,142,191,143,51,66,89,183,115,0,9,Grandmaster,15.20.719.545
EUW1_7570729332,48,170,93,183,143,180,34,2,9,94,1,9,Grandmaster,15.20.719.545
EUW1_7570712134,28,156,14,59,94,38,6,150,187,184,1,9,Grandmaster,15.20.719.545
EUW1_7570694062,162,100,79,32,113,181,156,159,85,101,1,9,Grandmaster,15.20.719.545
EUW1_7570646516,156,47,135,32,101,100,161,12,93,15,1,9,Grandmaster,15.20.719.545
EUW1_7570599245,186,105,150,85,94,139,116,2,59,53,1,9,Grandmaster,15.20.719.545
EUW1_7570551465,31,156,150,63,82,164,173,49,130,101,0,9,Grandmaster,15.20.719.545
EUW1_7572236284,128,55,24,59,122,182,151,129,188,114,0,9,Grandmaster,15.20.719.545
EUW1_7572201520,28,146,147,183,82,0,105,181,58,122,0,9,Grandmaster,15.20.719.545
EUW1_7572166663,136,74,190,36,53,113,185,13,9,15,1,9,Grandmaster,15.20.719.545
EUW1_7570935404,162,97,147,167,113,43,179,111,58,82,0,9,Grandmaster,15.20.719.545
EUW1_7570393837,69,110,2,167,101,61,179,147,58,79,1,9,Grandmaster,15.20.719.545
EUW1_7571315059,28,135,129,36,20,164,17,13,66,103,1,9,Grandmaster,15.20.719.545
EUW1_7570597830,23,55,129,142,86,138,135,33,96,15,1,9,Grandmaster,15.20.719.545
EUW1_7572140878,38,139,111,22,34,0,73,190,63,122,1,10,Challenger,15.20.719.545
EUW1_7572061831,139,31,190,63,115,75,116,27,165,4,1,10,Challenger,15.20.719.545
EUW1_7571595007,182,55,146,49,4,57,139,84,155,114,0,10,Challenger,15.20.719.545
EUW1_7571380326,5,81,129,155,4,164,97,2,63,114,0,10,Challenger,15.20.719.545
EUW1_7571151016,5,31,14,155,15,57,55,188,183,133,1,10,Challenger,15.20.719.545
EUW1_7571005391,61,97,147,22,104,128,170,188,183,115,0,10,Challenger,15.20.719.545
EUW1_7569303530,125,146,68,59,122,0,34,172,183,23,1,10,Challenger,15.20.719.545
EUW1_7569230859,5,151,3,77,115,57,100,14,58,118,0,10,Challenger,15.20.719.545
EUW1_7571458341,42,33,56,140,167,61,151,138,10,118,0,9,Grandmaster,15.20.719.545
EUW1_7571414072,41,55,13,58,118,138,151,147,10,65,0,9,Grandmaster,15.20.719.545
EUW1_7571138738,173,146,51,59,154,121,185,147,155,65,0,9,Grandmaster,15.20.719.545
EUW1_7569966412,5,66,57,10,53,125,29,33,58,132,1,9,Grandmaster,15.20.719.545
EUW1_7569944170,26,170,99,59,18,5,151,77,22,15,0,9,Grandmaster,15.20.719.545
EUW1_7569925477,0,105,68,183,53,125,170,49,59,104,1,9,Grandmaster,15.20.719.545
EUW1_7569464861,75,81,79,58,132,61,151,27,167,177,0,9,Grandmaster,15.20.719.545
EUW1_7569382637,61,55,89,63,154,48,186,171,27,122,0,9,Grandmaster,15.20.719.545
EUW1_7569003875,164,135,100,58,133,162,146,150,22,65,1,9,Grandmaster,15.20.719.545
EUW1_7568890864,102,146,104,183,103,129,55,165,22,65,1,9,Grandmaster,15.20.719.545
EUW1_7572357898,5,17,93,167,4,121,33,79,58,114,0,9,Grandmaster,15.20.719.545
EUW1_7572313896,110,146,190,183,94,28,17,172,10,86,0,9,Grandmaster,15.20.719.545
EUW1_7572279763,2,186,33,22,104,28,66,147,63,103,0,9,Grandmaster,15.20.719.545
EUW1_7572235449,128,107,33,176,20,28,47,171,183,103,0,9,Grandmaster,15.20.719.545
EUW1_7572200309,0,186,111,9,103,136,52,117,183,118,0,9,Grandmaster,15.20.719.545
EUW1_7572121931,75,179,150,132,122,113,116,139,155,34,1,9,Grandmaster,15.20.719.545
EUW1_7572070184,13,116,171,183,86,182,146,12,163,15,0,9,Grandmaster,15.20.719.545
EUW1_7571103321,181,173,146,22,34,139,113,150,63,103,0,9,Grandmaster,15.20.719.545
EUW1_7570199044,136,83,129,63,122,33,70,150,183,20,1,9,Grandmaster,15.20.719.545
EUW1_7570142424,24,55,111,63,143,43,105,68,9,123,1,9,Grandmaster,15.20.719.545
EUW1_7570033755,121,97,24,66,152,156,102,13,183,105,0,9,Grandmaster,15.20.719.545
EUW1_7569992643,162,170,147,59,105,127,81,190,183,103,1,9,Grandmaster,15.20.719.545
EUW1_7571560839,5,81,68,63,115,125,55,147,87,99,1,9,Grandmaster,15.20.719.545
EUW1_7571172491,139,83,147,58,81,172,114,150,63,103,1,9,Grandmaster,15.20.719.545
EUW1_7571047619,128,55,129,63,4,117,170,150,96,122,0,9,Grandmaster,15.20.719.545
EUW1_7570619960,98,121,116,10,87,162,34,5,183,105,1,9,Grandmaster,15.20.719.545
EUW1_7570007109,61,170,150,183,99,172,169,13,63,122,1,9,Grandmaster,15.20.719.545
EUW1_7569953597,182,29,3,183,103,164,81,33,10,15,0,9,Grandmaster,15.20.719.545
EUW1_7569909579,13,55,129,63,15,5,29,147,183,86,1,9,Grandmaster,15.20.719.545
EUW1_7569869236,56,74,146,22,15,2,170,1,58,18,0,9,Grandmaster,15.20.719.545
EUW1_7569547665,44,107,57,58,15,13,161,116,10,82,0,9,Grandmaster,15.20.719.545
EUW1_7570968462,38,116,172,36,113,0,97,79,59,154,0,10,Challenger,15.20.719.545
EUW1_7570595262,57,170,2,22,149,61,55,13,85,101,0,10,Challenger,15.20.719.545
EUW1_7570501717,182,150,147,59,122,181,52,93,183,114,1,10,Challenger,15.20.719.545
EUW1_7570456498,41,113,150,27,103,128,116,2,22,49,0,10,Challenger,15.20.719.545
EUW1_7569341622,44,34,51,22,18,172,45,150,58,65,0,10,Challenger,15.20.719.545
EUW1_7569215267,56,81,1,59,86,161,170,69,142,132,1,10,Challenger,15.20.719.545
EUW1_7569157646,5,81,24,63,122,0,55,147,59,99,0,10,Challenger,15.20.719.545
EUW1_7569116183,57,170,165,7,122,0,81,13,36,65,1,10,Challenger,15.20.719.545
EUW1_7569087507,5,170,111,183,20,173,81,129,22,144,1,10,Challenger,15.20.719.545
EUW1_7567648051,57,186,147,59,103,31,70,129,85,20,0,10,Challenger,15.20.717.2831
EUW1_7567616035,61,105,129,85,118,56,186,13,36,87,1,10,Challenger,15.20.717.2831
EUW1_7566855841,5,126,171,22,154,23,186,13,59,20,1,10,Challenger,15.20.717.2831
EUW1_7566740298,139,116,24,59,103,5,47,1,58,167,0,10,Challenger,15.20.717.2831
EUW1_7566710748,136,55,71,155,34,75,107,68,183,118,0,10,Challenger,15.20.717.2831
EUW1_7566672829,13,186,129,110,104,57,97,147,142,118,1,10,Challenger,15.20.717.2831
EUW1_7572439016,128,55,117,155,53,61,113,150,183,103,1,9,Grandmaster,15.20.719.545
EUW1_7572381789,23,81,146,180,79,128,116,99,155,118,0,9,Grandmaster,15.20.719.545
EUW1_7572127664,2,73,1,183,133,42,55,79,63,56,0,9,Grandmaster,15.20.719.545
EUW1_7572095417,129,116,7,142,143,0,100,48,140,103,1,9,Grandmaster,15.20.719.545
EUW1_7572066900,136,173,111,59,144,110,116,147,163,65,0,9,Grandmaster,15.20.719.545
EUW1_7572034830,5,100,165,58,105,0,186,33,183,18,0,9,Grandmaster,15.20.719.545
EUW1_7571745636,57,100,5,93,154,23,81,150,183,115,0,9,Grandmaster,15.20.719.545
EUW1_7571688254,61,97,111,63,122,24,55,44,85,20,1,9,Grandmaster,15.20.719.545
EUW1_7571631015,0,97,12,64,15,57,169,100,63,122,1,9,Grandmaster,15.20.719.545
EUW1_7571523042,56,179,190,10,132,13,186,51,140,118,0,9,Grandmaster,15.20.719.545
EUW1_7570246027,23,100,129,187,86,5,29,181,77,132,1,9,Grandmaster,15.20.719.545
EUW1_7570194279,57,97,129,63,23,28,81,146,27,118,0,9,Grandmaster,15.20.719.545
EUW1_7570146952,42,33,147,27,122,26,81,1,96,118,0,9,Grandmaster,15.20.719.545
EUW1_7572290757,127,169,40,19,82,71,186,138,142,4,1,9,Grandmaster,15.20.719.545
EUW1_7572248818,128,33,69,22,104,88,170,2,183,65,1,9,Grandmaster,15.20.719.545
EUW1_7572202911,112,35,147,142,4,121,151,79,63,99,0,9,Grandmaster,15.20.719.545
EUW1_7572163351,138,170,68,27,20,5,146,84,142,4,1,9,Grandmaster,15.20.719.545
EUW1_7571931843,138,17,146,22,94,71,156,49,183,53,1,9,Grandmaster,15.20.719.545
EUW1_7570780674,138,126,170,58,34,173,113,79,27,154,0,9,Grandmaster,15.20.719.545
EUW1_7570760059,182,186,142,66,15,112,81,40,63,103,0,9,Grandmaster,15.20.719.545
EUW1_7572410497,173,17,147,64,152,75,29,93,160,122,1,9,Grandmaster,15.20.719.545
EUW1_7572357159,44,174,71,183,132,139,55,49,93,101,1,9,Grandmaster,15.20.719.545
EUW1_7572323093,145,29,155,142,15,5,55,147,183,132,0,9,Grandmaster,15.20.719.545
EUW1_7572266902,145,100,19,142,20,5,170,14,93,122,1,9,Grandmaster,15.20.719.545
EUW1_7572219971,79,156,190,64,154,153,179,186,63,118,1,9,Grandmaster,15.20.719.545
EUW1_7571983670,139,73,171,183,82,5,97,99,187,86,1,9,Grandmaster,15.20.719.545
EUW1_7571213331,5,185,2,58,118,41,100,65,59,103,1,9,Grandmaster,15.20.719.545
EUW1_7570321355,28,170,2,176,86,56,146,51,142,118,0,10,Challenger,15.20.719.545
EUW1_7568046904,5,29,111,183,86,172,81,49,155,118,0,10,Challenger,15.20.717.2831
EUW1_7568002720,138,179,111,144,103,43,55,89,93,101,0,10,Challenger,15.20.717.2831
EUW1_7567878051,139,97,129,188,103,44,170,33,59,86,0,10,Challenger,15.20.717.2831
EUW1_7567828089,0,73,171,77,86,57,170,147,142,44,0,10,Challenger,15.20.717.2831
EUW1_7567798348,5,105,1,180,103,56,108,68,59,86,0,10,Challenger,15.20.717.2831
EUW1_7567772718,56,104,180,142,4,27,105,57,59,86,1,10,Challenger,15.20.717.2831
EUW1_7564485444,114,169,1,140,86,38,55,13,183,65,0,10,Challenger,15.20.717.2831
EUW1_7564440592,7,161,173,9,132,182,179,146,189,144,1,10,Challenger,15.20.717.2831
EUW1_7564376566,139,29,117,183,86,5,186,111,27,115,0,10,Challenger,15.20.717.2831
EUW1_7562122017,136,29,177,10,86,134,45,49,155,103,0,10,Challenger,15.20.717.2831
EUW1_7561959675,23,31,150,63,18,51,156,129,167,144,1,10,Challenger,15.20.717.2831
EUW1_7560720640,127,73,68,167,103,125,173,2,140,144,1,10,Challenger,15.20.717.2831
EUW1_7571741539,43,105,159,9,115,5,81,129,183,53,0,9,Grandmaster,15.20.719.545
EUW1_7570616846,88,116,12,63,103,164,81,146,142,154,0,9,Grandmaster,15.20.719.545
EUW1_7570539739,125,105,146,106,86,28,108,159,32,122,0,9,Grandmaster,15.20.719.545
EUW1_7569981776,174,66,180,58,103,44,33,3,142,115,1,9,Grandmaster,15.20.719.545
EUW1_7569848200,136,151,172,167,132,128,146,117,183,143,0,9,Grandmaster,15.20.719.545
EUW1_7572344332,128,55,13,142,123,136,150,165,27,82,1,10,Challenger,15.20.719.545
EUW1_7571838179,5,146,113,22,87,114,29,2,163,65,0,10,Challenger,15.20.719.545
EUW1_7571799430,5,186,190,163,20,138,113,104,183,103,0,10,Challenger,15.20.719.545
EUW1_7571765285,112,81,33,142,103,5,150,111,183,65,1,10,Challenger,15.20.719.545
EUW1_7571724902,138,186,167,22,65,164,146,40,160,86,1,10,Challenger,15.20.719.545
EUW1_7571612065,5,186,68,160,79,88,66,189,27,15,1,10,Challenger,15.20.719.545
EUW1_7571555622,172,151,117,93,122,127,97,40,59,118,0,10,Challenger,15.20.719.545
EUW1_7571487114,65,55,2,183,86,155,83,181,180,103,1,10,Challenger,15.20.719.545
EUW1_7571124263,61,126,2,176,103,43,56,68,93,20,0,10,Challenger,15.20.719.545
EUW1_7570566199,44,150,186,27,15,0,29,155,140,53,0,10,Challenger,15.20.719.545
EUW1_7570452247,0,170,33,32,86,182,31,24,27,65,0,10,Challenger,15.20.719.545
EUW1_7570358988,117,90,2,58,15,127,73,111,187,165,1,10,Challenger,15.20.719.545
EUW1_7569631313,5,113,159,183,103,139,73,1,63,122,1,10,Challenger,15.20.719.545
EUW1_7571627863,138,186,49,176,118,69,151,111,22,104,0,10,Challenger,15.20.719.545
EUW1_7571531395,57,186,79,96,18,43,146,190,85,103,0,10,Challenger,15.20.719.545
EUW1_7564240200,56,170,1,142,15,61,81,129,59,154,1,10,Challenger,15.20.717.2831
EUW1_7564214115,5,19,57,142,20,128,45,111,36,4,1,10,Challenger,15.20.717.2831
EUW1_7564143158,181,29,168,63,4,139,105,57,155,122,0,10,Challenger,15.20.717.2831
EUW1_7548714571,128,173,142,77,15,28,170,102,183,105,1,10,Challenger,15.19.715.1836
EUW1_7548603001,138,105,57,140,15,5,146,3,165,103,1,10,Challenger,15.19.715.1836
EUW1_7544685597,5,170,12,165,18,44,116,89,63,122,0,10,Challenger,15.19.715.1836
EUW1_7543710623,172,100,89,142,4,157,185,180,140,118,0,10,Challenger,15.19.715.1836
EUW1_7542199231,127,33,117,142,185,128,29,186,183,18,0,10,Challenger,15.19.714.7225
EUW1_7542099947,128,116,189,36,38,67,29,146,155,104,1,10,Challenger,15.19.714.7225
EUW1_7541997814,28,73,13,183,165,128,110,1,140,86,0,10,Challenger,15.19.714.7225
EUW1_7541944499,28,29,180,63,122,56,70,1,9,154,1,10,Challenger,15.19.714.7225
EUW1_7541834825,0,100,37,85,20,56,116,147,63,4,1,10,Challenger,15.19.714.7225
EUW1_7541753352,13,31,37,32,115,81,33,159,27,104,1,10,Challenger,15.19.714.7225
EUW1_7541698312,0,29,111,180,118,134,116,147,183,4,1,10,Challenger,15.19.714.7225
EUW1_7571869202,139,151,27,188,118,127,29,115,142,135,1,9,Grandmaster,15.20.719.545
EUW1_7571776952,5,33,116,155,115,88,34,117,36,113,1,9,Grandmaster,15.20.719.545
EUW1_7571663235,110,179,159,58,118,157,100,68,63,104,1,9,Grandmaster,15.20.719.545
EUW1_7569627577,153,81,185,63,105,24,146,157,188,113,0,9,Grandmaster,15.20.719.545
EUW1_7569581389,5,81,24,183,105,136,116,146,59,65,0,9,Grandmaster,15.20.719.545
EUW1_7569492914,5,116,146,142,15,38,34,190,10,177,1,9,Grandmaster,15.20.719.545
EUW1_7572486589,23,116,49,22,15,56,81,190,183,65,1,10,Challenger,15.20.719.545
EUW1_7572369720,42,146,79,10,122,173,81,116,183,114,1,10,Challenger,15.20.719.545
EUW1_7572319398,41,116,13,188,65,138,113,51,183,118,1,10,Challenger,15.20.719.545
EUW1_7572283297,13,170,79,10,103,38,179,190,58,15,0,10,Challenger,15.20.719.545
EUW1_7572242006,128,170,117,183,122,180,81,129,142,103,1,10,Challenger,15.20.719.545
EUW1_7572202219,61,114,14,59,82,162,55,155,19,115,0,10,Challenger,15.20.719.545
EUW1_7572141348,121,29,117,63,115,71,116,171,58,15,1,10,Challenger,15.20.719.545
EUW1_7572049433,128,151,93,142,122,117,126,24,10,115,0,10,Challenger,15.20.719.545
EUW1_7571362821,46,55,117,155,152,181,179,33,22,143,1,10,Challenger,15.20.719.545
EUW1_7571139928,61,107,87,142,114,181,55,171,183,82,1,10,Challenger,15.20.719.545
EUW1_7571111348,46,179,29,59,103,174,116,89,188,15,0,10,Challenger,15.20.719.545
EUW1_7571078244,128,47,51,183,113,0,146,104,59,115,1,10,Challenger,15.20.719.545
