MatchId,Patch,QueueType,RankFk,GameDuration
EUW1_7264350991,15.1.648.3927,ARAM,5,967
EUW1_7265099552,15.1.648.3927,CLASSIC,0,1117
EUW1_7265137905,15.1.648.3927,CLASSIC,0,1686
EUW1_7265180301,15.1.648.3927,CLASSIC,0,2505
EUW1_7265271645,15.1.648.3927,ARAM,0,1492
EUW1_7266124591,15.1.648.3927,CLASSIC,3,1445
EUW1_7266141763,15.1.648.3927,CLASSIC,3,1966
EUW1_7266687251,15.1.648.3927,CLASSIC,0,1541
EUW1_7267036836,15.1.648.3927,ARAM,0,1811
EUW1_7267062279,15.1.648.3927,CLASSIC,0,1953
EUW1_7271159657,15.1.649.4112,CLASSIC,5,1705
EUW1_7271214611,15.1.649.4112,CLASSIC,5,1392
EUW1_7271293237,15.1.649.4112,CLASSIC,5,2385
EUW1_7272031811,15.1.649.4112,CLASSIC,5,1666
EUW1_7272087568,15.1.649.4112,CLASSIC,5,1781
EUW1_7272586699,15.1.649.4112,CLASSIC,3,2769
EUW1_7272701191,15.1.649.4112,CLASSIC,3,2442
EUW1_7272708340,15.1.649.4112,CLASSIC,5,109
EUW1_7272719219,15.1.649.4112,CLASSIC,5,1289
EUW1_7272782803,15.1.649.4112,CLASSIC,5,1239
EUW1_7273508613,15.1.649.4112,CLASSIC,0,2041
EUW1_7273558476,15.1.649.4112,CLASSIC,0,1167
EUW1_7273603942,15.1.649.4112,CLASSIC,0,1451
EUW1_7273676402,15.1.649.4112,CLASSIC,0,1896
EUW1_7276350675,15.1.649.4112,CLASSIC,0,1264
EUW1_7276401300,15.1.649.4112,CLASSIC,0,2008
EUW1_7276493587,15.1.649.4112,CLASSIC,0,1199
EUW1_7276575145,15.1.649.4112,CLASSIC,0,1333
EUW1_7276633300,15.1.649.4112,CLASSIC,0,1113
EUW1_7276716366,15.1.649.4112,CLASSIC,0,1086
EUW1_7276755028,15.1.649.4112,CLASSIC,0,1859
EUW1_7277013271,15.1.649.4112,CLASSIC,0,1771
EUW1_7277094136,15.1.649.4112,CLASSIC,0,1410
EUW1_7277266316,15.1.649.4112,SWIFTPLAY,5,1870
EUW1_7277444163,15.1.649.4112,CLASSIC,4,1877
EUW1_7277503160,15.1.649.4112,CLASSIC,4,2109
EUW1_7277814993,15.1.649.4112,ARAM,6,989
EUW1_7278183910,15.2.650.9216,CLASSIC,0,1091
EUW1_7278867105,15.2.650.9216,CLASSIC,5,1788
EUW1_7278953367,15.2.650.9216,CLASSIC,5,2265
EUW1_7279051793,15.2.650.9216,CLASSIC,5,2219
EUW1_7279595594,15.2.652.1536,CLASSIC,5,1604
EUW1_7279641542,15.2.652.1536,CLASSIC,5,128
EUW1_7279697576,15.2.652.1536,CLASSIC,5,1759
EUW1_7279858740,15.2.652.1536,CLASSIC,0,1521
EUW1_7279907220,15.2.652.1536,CLASSIC,0,1394
EUW1_7280108527,15.2.652.1536,CLASSIC,0,1694
EUW1_7280972460,15.2.652.1536,CLASSIC,0,2349
EUW1_7281535889,15.2.652.1536,CLASSIC,6,1444
EUW1_7281690704,15.2.652.1536,CLASSIC,6,1846
EUW1_7281751714,15.2.652.1536,CLASSIC,0,973
EUW1_7281798532,15.2.652.1536,CLASSIC,5,1523
EUW1_7282178176,15.2.652.1536,CLASSIC,0,2269
EUW1_7282389830,15.2.652.1536,CLASSIC,6,2512
EUW1_7282435310,15.2.652.1536,CLASSIC,0,1907
EUW1_7282450234,15.2.652.1536,CLASSIC,0,980
EUW1_7282803025,15.2.652.1536,CLASSIC,0,911
EUW1_7283308751,15.2.652.1536,SWIFTPLAY,0,1875
EUW1_7283545899,15.2.652.1536,CLASSIC,6,2102
EUW1_7283624261,15.2.652.1536,CLASSIC,6,1615
EUW1_7283631264,15.2.652.1536,CLASSIC,5,2168
EUW1_7283706472,15.2.652.1536,CLASSIC,6,1548
EUW1_7283760607,15.2.652.1536,CLASSIC,6,1719
EUW1_7283811932,15.2.652.1536,CLASSIC,6,2067
EUW1_7284508468,15.2.652.1536,SWIFTPLAY,4,1093
EUW1_7285036686,15.2.652.1536,CLASSIC,0,1367
EUW1_7285176552,15.2.652.1536,CLASSIC,6,1806
EUW1_7285203972,15.2.652.1536,CLASSIC,6,281
EUW1_7285209130,15.2.652.1536,CLASSIC,6,1706
EUW1_7285237641,15.2.652.1536,CLASSIC,6,1896
EUW1_7285256645,15.2.652.1536,CLASSIC,6,1663
EUW1_7286218739,15.2.652.1536,CLASSIC,5,1707
EUW1_7286437318,15.2.652.1536,CLASSIC,0,1433
EUW1_7286466105,15.2.652.1536,CLASSIC,0,1738
EUW1_7286500997,15.2.652.1536,CLASSIC,6,1087
EUW1_7286509154,15.2.652.1536,CLASSIC,6,1779
EUW1_7286525096,15.2.652.1536,CLASSIC,6,111
EUW1_7286533014,15.2.652.1536,CLASSIC,5,1806
EUW1_7287682664,15.2.652.1536,CLASSIC,6,2044
EUW1_7287702232,15.2.652.1536,CLASSIC,6,1480
EUW1_7287722766,15.2.652.1536,CLASSIC,6,1520
EUW1_7288688751,15.2.652.1536,CLASSIC,5,1166
EUW1_7288923405,15.2.652.1536,CLASSIC,4,2378
EUW1_7289417744,15.2.652.1536,CLASSIC,5,1853
EUW1_7290124810,15.2.652.1536,ARAM,2,1426
EUW1_7290339180,15.2.652.1536,SWIFTPLAY,0,1269
EUW1_7290354451,15.2.652.1536,SWIFTPLAY,0,1138
EUW1_7290433437,15.2.652.1536,ARAM,0,1269
EUW1_7290470611,15.2.652.1536,ARAM,0,1039
EUW1_7290488730,15.2.652.1536,ARAM,0,1248
EUW1_7290516716,15.2.652.1536,ARAM,0,1132
EUW1_7291439738,15.2.652.1536,CLASSIC,6,2573
EUW1_7291606503,15.2.652.1536,CLASSIC,0,1557
EUW1_7291786442,15.2.652.1536,CLASSIC,0,2063
EUW1_7291845706,15.2.652.1536,CLASSIC,0,1731
EUW1_7291895518,15.2.652.1536,CLASSIC,0,2128
EUW1_7292259867,15.2.652.1536,CLASSIC,4,1720
EUW1_7292320560,15.2.652.1536,CLASSIC,4,1900
EUW1_7292868306,15.2.652.1536,CLASSIC,4,1990
EUW1_7292894720,15.2.652.1536,CLASSIC,4,131
EUW1_7292895115,15.2.652.1536,CLASSIC,4,2158
EUW1_7294008115,15.2.652.1536,CLASSIC,4,2528
EUW1_7294041550,15.2.652.1536,CLASSIC,4,1866
EUW1_7294366509,15.2.652.1536,CLASSIC,4,1662
EUW1_7294427232,15.2.652.1536,CLASSIC,4,1371
EUW1_7294463784,15.2.652.1536,CLASSIC,4,1732
EUW1_7294506912,15.2.652.1536,CLASSIC,4,1537
EUW1_7294576237,15.2.652.1536,CLASSIC,5,1874
EUW1_7295849603,15.3.654.407,CLASSIC,5,1232
EUW1_7296224402,15.3.654.407,CLASSIC,4,1807
EUW1_7296253148,15.3.654.407,CLASSIC,4,2076
EUW1_7296295662,15.3.654.407,CLASSIC,4,1727
EUW1_7296305903,15.3.654.407,CLASSIC,4,1496
EUW1_7296311008,15.3.654.407,CLASSIC,4,1589
EUW1_7297270816,15.3.654.407,CLASSIC,4,1471
EUW1_7297309575,15.3.654.407,CLASSIC,4,2539
EUW1_7297380822,15.3.654.407,CLASSIC,4,2265
EUW1_7298106702,15.3.654.407,ARAM,0,1578
EUW1_7299192435,15.3.654.407,CLASSIC,4,2222
EUW1_7299796815,15.3.654.407,ARAM,0,1385
EUW1_7300054981,15.3.654.407,CLASSIC,5,1816
EUW1_7300505322,15.3.654.407,CLASSIC,2,2393
EUW1_7303885541,15.3.654.407,CLASSIC,6,2021
EUW1_7304860317,15.3.656.4086,CLASSIC,6,1835
EUW1_7304900176,15.3.656.4086,CLASSIC,6,2362
EUW1_7304950204,15.3.656.4086,CLASSIC,6,2382
EUW1_7305572127,15.3.656.4086,CLASSIC,6,1569
EUW1_7305608586,15.3.656.4086,CLASSIC,6,2439
EUW1_7305630101,15.3.656.4086,CLASSIC,5,1652
EUW1_7306395859,15.3.656.4086,ARAM,0,241
EUW1_7306426488,15.3.656.4086,ARAM,0,1171
EUW1_7306436474,15.3.656.4086,ARAM,0,1450
EUW1_7306923133,15.3.656.4086,CLASSIC,6,1425
EUW1_7306954595,15.3.656.4086,CLASSIC,6,1883
EUW1_7306989589,15.3.656.4086,CLASSIC,6,1871
EUW1_7307020444,15.3.656.4086,CLASSIC,6,1144
EUW1_7307051776,15.3.656.4086,CLASSIC,6,2108
EUW1_7307319990,15.3.656.4086,CLASSIC,0,2013
EUW1_7307368096,15.3.656.4086,CLASSIC,0,2110
EUW1_7307420327,15.3.656.4086,CLASSIC,0,1703
EUW1_7308341846,15.3.656.4086,ARAM,0,1434
EUW1_7308367388,15.3.656.4086,ARAM,0,1591
EUW1_7308411910,15.3.656.4086,ARAM,0,1181
EUW1_7308436321,15.3.656.4086,ARAM,0,1149
EUW1_7308612533,15.3.656.4086,CLASSIC,4,2052
EUW1_7308861713,15.3.656.4086,CLASSIC,4,914
EUW1_7309059529,15.3.656.4086,ARAM,0,1129
EUW1_7309067179,15.3.656.4086,ARAM,0,972
EUW1_7309097472,15.3.656.4086,ARAM,0,1323
EUW1_7309134628,15.3.656.4086,ARAM,0,1030
EUW1_7309492685,15.3.656.4086,ARAM,0,1550
EUW1_7309510816,15.3.656.4086,ARAM,0,1538
EUW1_7309613518,15.3.656.4086,ARAM,0,1365
EUW1_7309630256,15.3.656.4086,ARAM,0,1371
EUW1_7309643336,15.3.656.4086,CLASSIC,6,2052
EUW1_7309722264,15.3.656.4086,CLASSIC,6,1829
EUW1_7309764018,15.3.656.4086,CLASSIC,6,2050
EUW1_7309853092,15.3.656.4086,CLASSIC,6,1742
EUW1_7309902647,15.3.656.4086,CLASSIC,6,1858
EUW1_7312243815,15.3.656.4086,CLASSIC,6,1835
EUW1_7312819190,15.4.657.5386,ARAM,0,1423
EUW1_7312908502,15.4.657.5386,ARAM,0,1271
EUW1_7312920387,15.4.657.5386,ARAM,0,1413
EUW1_7313032397,15.4.657.5386,CLASSIC,6,1526
EUW1_7313093008,15.4.657.5386,CLASSIC,6,1799
EUW1_7313836720,15.4.657.5386,CLASSIC,5,1926
EUW1_7313846129,15.4.657.5386,CLASSIC,5,1947
EUW1_7313860388,15.4.657.5386,CLASSIC,6,2330
EUW1_7313884258,15.4.657.5386,CLASSIC,6,1910
EUW1_7313914785,15.4.657.5386,CLASSIC,6,1502
EUW1_7313937560,15.4.657.5386,CLASSIC,6,1708
EUW1_7314241701,15.4.657.5386,CLASSIC,0,1428
EUW1_7315372177,15.4.657.5386,ARAM,0,2079
EUW1_7315670325,15.4.657.5386,ARAM,0,1050
EUW1_7315681419,15.4.657.5386,CLASSIC,4,1343
EUW1_7315720383,15.4.657.5386,CLASSIC,4,951
EUW1_7315756193,15.4.657.5386,CLASSIC,4,2041
EUW1_7315809382,15.4.657.5386,CLASSIC,4,1714
EUW1_7315875616,15.4.657.5386,CLASSIC,4,1656
EUW1_7316132516,15.4.657.5386,CLASSIC,5,1827
EUW1_7316140965,15.4.657.5386,CLASSIC,5,1931
EUW1_7316273990,15.4.657.5386,CLASSIC,0,1671
EUW1_7316366724,15.4.657.5386,ARAM,0,1516
EUW1_7316393177,15.4.657.5386,ARAM,0,1003
EUW1_7316516763,15.4.657.5386,ARAM,0,975
EUW1_7316537357,15.4.657.5386,ARAM,0,751
EUW1_7316558260,15.4.657.5386,ARAM,0,1181
EUW1_7316587321,15.4.657.5386,ARAM,0,1519
EUW1_7316624374,15.4.657.5386,ARAM,0,1333
EUW1_7316818908,15.4.657.5386,CLASSIC,2,1779
EUW1_7316885667,15.4.657.5386,CLASSIC,2,1707
EUW1_7317267281,15.4.657.5386,CLASSIC,5,1183
EUW1_7317313124,15.4.657.5386,CLASSIC,5,1635
EUW1_7317331738,15.4.657.5386,CLASSIC,5,1129
EUW1_7317517816,15.4.657.5386,CLASSIC,5,1799
EUW1_7317610014,15.4.657.5386,CLASSIC,2,2441
EUW1_7317898960,15.4.657.5386,CLASSIC,2,2073
EUW1_7317962527,15.4.657.5386,CLASSIC,2,109
EUW1_7318198715,15.4.657.5386,CLASSIC,2,1837
EUW1_7318267473,15.4.657.5386,CLASSIC,2,2288
EUW1_7319199656,15.4.657.5386,CLASSIC,5,1469
EUW1_7319791698,15.4.657.5386,ARAM,0,839
EUW1_7319805179,15.4.657.5386,ARAM,0,1752
EUW1_7319953479,15.4.657.5386,CLASSIC,5,2161
EUW1_7320004259,15.4.657.5386,CLASSIC,5,1552
EUW1_7320056155,15.4.657.5386,CLASSIC,5,2053
EUW1_7320068518,15.4.657.5386,CLASSIC,2,2348
EUW1_7320085660,15.4.657.5386,CLASSIC,0,1166
EUW1_7320120948,15.4.657.5386,CLASSIC,0,2040
EUW1_7320123720,15.4.657.5386,CLASSIC,5,1765
EUW1_7320672953,15.4.657.5386,CLASSIC,5,1653
EUW1_7320698160,15.4.657.5386,CLASSIC,5,2522
EUW1_7320741532,15.4.657.5386,CLASSIC,5,918
EUW1_7320768097,15.4.657.5386,CLASSIC,5,1613
EUW1_7320801970,15.4.657.5386,CLASSIC,5,2170
EUW1_7321342768,15.4.657.5386,ARAM,0,1437
EUW1_7321611792,15.4.657.5386,CLASSIC,5,2229
EUW1_7321690579,15.4.657.5386,CLASSIC,5,1808
EUW1_7322047478,15.4.657.5386,CLASSIC,2,2469
EUW1_7323357188,15.4.657.5386,CLASSIC,0,2341
EUW1_7324205801,15.4.657.5386,CLASSIC,7,1173
EUW1_7324322796,15.4.657.5386,CLASSIC,7,1967
EUW1_7325083551,15.4.657.5386,CLASSIC,4,1784
EUW1_7325109894,15.4.657.5386,CLASSIC,4,1809
EUW1_7325626047,15.4.657.5386,CLASSIC,2,2138
EUW1_7325687777,15.4.657.5386,CLASSIC,8,1373
EUW1_7325925778,15.4.657.5386,CLASSIC,8,1107
EUW1_7326127716,15.4.657.5386,CLASSIC,4,1510
EUW1_7326225577,15.4.657.5386,CLASSIC,0,1826
EUW1_7326255455,15.4.657.5386,CLASSIC,0,1012
EUW1_7326283335,15.4.657.5386,CLASSIC,2,1816
EUW1_7326328785,15.4.657.5386,CLASSIC,4,1675
EUW1_7326452405,15.4.657.5386,CLASSIC,8,1785
EUW1_7326491920,15.4.657.5386,CLASSIC,6,2132
EUW1_7326553921,15.4.657.5386,CLASSIC,6,1495
EUW1_7326660893,15.4.657.5386,CLASSIC,6,1600
EUW1_7326976780,15.5.661.4445,CLASSIC,6,2079
EUW1_7327010572,15.5.661.4445,CLASSIC,6,1678
EUW1_7327037847,15.5.661.4445,CLASSIC,6,1674
EUW1_7327066510,15.5.661.4445,CLASSIC,6,1614
EUW1_7327091570,15.5.661.4445,CLASSIC,6,1704
EUW1_7328338850,15.5.662.6652,CLASSIC,2,2037
EUW1_7329993888,15.5.662.6652,CLASSIC,3,2000
EUW1_7331041451,15.5.662.6652,CLASSIC,5,1627
EUW1_7331362896,15.5.662.6652,CHERRY,0,1816
EUW1_7331381618,15.5.662.6652,CHERRY,0,1419
EUW1_7331401729,15.5.662.6652,CLASSIC,0,2464
EUW1_7332521374,15.5.662.6652,CLASSIC,5,107
EUW1_7333197097,15.5.662.6652,CLASSIC,5,1508
EUW1_7334407142,15.5.662.6652,CLASSIC,0,1775
EUW1_7334557974,15.5.662.6652,CLASSIC,5,1506
EUW1_7334969076,15.5.662.6652,CHERRY,0,1548
EUW1_7335494414,15.5.662.6652,CHERRY,0,1706
EUW1_7335917813,15.5.662.6652,CHERRY,0,1529
EUW1_7337223644,15.5.662.6652,CLASSIC,5,2352
EUW1_7337263174,15.5.662.6652,CLASSIC,5,1564
EUW1_7337345168,15.5.662.6652,CLASSIC,5,2101
EUW1_7337437486,15.5.662.6652,CLASSIC,7,1849
EUW1_7337683462,15.5.662.6652,CHERRY,0,1414
EUW1_7337710985,15.5.662.6652,CHERRY,0,1417
EUW1_7337750611,15.5.662.6652,CHERRY,0,1413
EUW1_7337779278,15.5.662.6652,CHERRY,0,1459
EUW1_7337829353,15.5.662.6652,CHERRY,3,1376
EUW1_7337937359,15.5.662.6652,CHERRY,3,1651
EUW1_7338174453,15.5.662.6652,CHERRY,3,1435
EUW1_7338194824,15.5.662.6652,CHERRY,3,1436
EUW1_7338208300,15.5.662.6652,CLASSIC,7,2037
EUW1_7338321820,15.5.662.6652,CLASSIC,7,1775
EUW1_7338362764,15.5.662.6652,CLASSIC,7,2151
EUW1_7338603604,15.5.662.6652,CHERRY,3,1318
EUW1_7338649220,15.5.662.6652,CHERRY,2,1456
EUW1_7338951297,15.5.662.6652,CHERRY,0,1344
EUW1_7338989709,15.5.662.6652,CHERRY,0,1437
EUW1_7339014653,15.5.662.6652,CHERRY,0,1350
EUW1_7339034063,15.5.662.6652,CHERRY,0,1474
EUW1_7339076084,15.5.662.6652,CHERRY,0,1435
EUW1_7339097111,15.5.662.6652,CHERRY,0,1450
EUW1_7339651795,15.5.662.6652,CHERRY,2,1442
EUW1_7339676303,15.5.662.6652,CHERRY,2,1476
EUW1_7339916254,15.5.662.6652,CHERRY,2,1514
EUW1_7340123383,15.5.662.6652,CLASSIC,5,2405
EUW1_7340430166,15.5.662.6652,CLASSIC,5,2099
EUW1_7340466052,15.5.662.6652,CLASSIC,5,1504
EUW1_7340496742,15.5.662.6652,CLASSIC,5,1603
EUW1_7340520255,15.5.662.6652,CLASSIC,5,2057
EUW1_7340563726,15.5.662.6652,CHERRY,2,1481
EUW1_7340579911,15.5.662.6652,CHERRY,2,1516
EUW1_7340678050,15.5.662.6652,CHERRY,2,1407
EUW1_7340707473,15.5.662.6652,CHERRY,2,1449
EUW1_7340738087,15.5.662.6652,CHERRY,2,1405
EUW1_7340776054,15.5.662.6652,CHERRY,2,1424
EUW1_7341014319,15.5.662.6652,CHERRY,5,1507
EUW1_7341278741,15.6.664.9480,CLASSIC,7,1014
EUW1_7341294863,15.6.664.9480,CLASSIC,7,1660
EUW1_7341698243,15.6.664.9480,CLASSIC,3,1475
EUW1_7342031929,15.6.666.5757,CLASSIC,6,2152
EUW1_7342045930,15.6.666.5757,CLASSIC,6,2070
EUW1_7342279996,15.6.666.5757,CLASSIC,6,1810
EUW1_7342309327,15.6.666.5757,CLASSIC,6,1823
EUW1_7342536967,15.6.666.5757,CLASSIC,3,1698
EUW1_7342853976,15.6.666.9183,ARAM,0,1288
EUW1_7342874150,15.6.666.9183,ARAM,0,1374
EUW1_7342900727,15.6.666.9183,ARAM,0,1518
EUW1_7343130971,15.6.667.359,CLASSIC,0,1093
EUW1_7343250974,15.6.667.359,CHERRY,2,1559
EUW1_7343277513,15.6.667.359,CHERRY,2,1404
EUW1_7343402251,15.6.667.359,CLASSIC,3,1460
EUW1_7343432372,15.6.667.359,CLASSIC,3,1918
EUW1_7343589001,15.6.667.359,CHERRY,6,1569
EUW1_7343669510,15.6.667.3303,CHERRY,6,1421
EUW1_7343695784,15.6.667.3303,CHERRY,6,1308
EUW1_7343733556,15.6.667.3303,CHERRY,6,1776
EUW1_7343776708,15.6.667.3303,CHERRY,6,1073
EUW1_7343799662,15.6.667.3303,CHERRY,6,1428
EUW1_7343837480,15.6.667.3303,CHERRY,6,1568
EUW1_7343865802,15.6.667.3303,CHERRY,6,1350
EUW1_7343885316,15.6.667.3303,CHERRY,6,1663
EUW1_7343971512,15.6.667.3303,CLASSIC,0,1728
EUW1_7344040997,15.6.667.3303,CLASSIC,3,1984
EUW1_7344050269,15.6.667.3303,CLASSIC,3,1895
EUW1_7344197627,15.6.667.3303,CLASSIC,0,1458
EUW1_7344490668,15.6.667.3303,CLASSIC,6,1447
EUW1_7344522649,15.6.667.3303,CLASSIC,6,1191
EUW1_7344829679,15.6.667.3303,ARAM,0,1710
EUW1_7344869696,15.6.667.3303,ARAM,0,1289
EUW1_7344893267,15.6.667.3303,ARAM,0,1005
EUW1_7344924510,15.6.667.3303,ARAM,0,1327
EUW1_7345079185,15.6.667.3303,CLASSIC,6,1571
EUW1_7345093730,15.6.667.3303,CLASSIC,6,1892
EUW1_7345103708,15.6.667.3303,CLASSIC,6,1698
EUW1_7345112583,15.6.667.3303,CLASSIC,0,1738
EUW1_7345441097,15.6.667.3303,CLASSIC,6,1891
EUW1_7345835923,15.6.667.3303,CLASSIC,6,1101
EUW1_7345867137,15.6.667.3303,CLASSIC,6,1608
EUW1_7345878716,15.6.667.3303,CHERRY,6,1524
EUW1_7345917816,15.6.667.3303,CHERRY,6,1766
EUW1_7345923720,15.6.667.3303,CLASSIC,0,1296
EUW1_7345953774,15.6.667.3303,CLASSIC,6,1946
EUW1_7346105631,15.6.667.3303,CLASSIC,6,1693
EUW1_7346133759,15.6.667.3303,CLASSIC,6,2076
EUW1_7346389202,15.6.667.3303,ARAM,0,947
EUW1_7346404006,15.6.667.3303,ARAM,0,845
EUW1_7346413013,15.6.667.3303,CLASSIC,4,1170
EUW1_7346430225,15.6.667.3303,CLASSIC,4,1489
EUW1_7346455274,15.6.667.3303,CLASSIC,4,2131
EUW1_7346487277,15.6.667.3303,CLASSIC,4,2166
EUW1_7346555293,15.6.667.3303,CLASSIC,4,1966
EUW1_7346603520,15.6.667.3303,CLASSIC,4,1518
EUW1_7346623013,15.6.667.3303,ARAM,0,1351
EUW1_7346699721,15.6.667.3303,CLASSIC,4,2184
EUW1_7346751161,15.6.667.3303,CHERRY,6,1720
EUW1_7346794446,15.6.667.3303,CHERRY,6,1293
EUW1_7346967716,15.6.667.3303,CLASSIC,7,1454
EUW1_7346984490,15.6.667.3303,CLASSIC,0,2439
EUW1_7347049993,15.6.667.3303,CHERRY,5,1456
EUW1_7347233307,15.6.667.3303,CHERRY,0,1414
EUW1_7347242156,15.6.667.3303,CHERRY,0,1442
EUW1_7347311166,15.6.667.3303,ARAM,0,1357
EUW1_7347327612,15.6.667.3303,CLASSIC,7,1634
EUW1_7347368276,15.6.667.3303,CLASSIC,4,2829
EUW1_7347383561,15.6.667.3303,CHERRY,2,1389
EUW1_7347395958,15.6.667.3303,CHERRY,2,1741
EUW1_7347406202,15.6.667.3303,CLASSIC,4,2028
EUW1_7347434580,15.6.667.3303,CHERRY,2,1536
EUW1_7347440368,15.6.667.3303,CLASSIC,4,1440
EUW1_7347467804,15.6.667.3303,CHERRY,2,1369
EUW1_7347514763,15.6.667.3303,CLASSIC,4,1660
EUW1_7347548960,15.6.667.3303,CLASSIC,4,1666
EUW1_7347585584,15.6.667.3303,CLASSIC,4,1764
EUW1_7347600273,15.6.667.3303,CHERRY,2,1666
EUW1_7347625490,15.6.667.3303,CHERRY,2,1420
EUW1_7347723267,15.6.667.3303,ARAM,0,1176
EUW1_7347752377,15.6.667.3303,ARAM,0,1010
EUW1_7347782961,15.6.667.3303,ARAM,0,1391
EUW1_7347819959,15.6.667.3303,ARAM,0,2016
EUW1_7348108382,15.6.668.2516,ARAM,0,1200
EUW1_7348114803,15.6.668.2516,ARAM,0,832
EUW1_7348122191,15.6.668.2516,ARAM,0,1946
EUW1_7348170831,15.6.668.2516,ARAM,0,1161
EUW1_7348185798,15.6.668.2516,ARAM,0,1441
EUW1_7348202142,15.6.668.2516,ARAM,0,1056
EUW1_7348306544,15.6.668.2516,ARAM,0,1223
EUW1_7348319103,15.6.668.2516,ARAM,0,1322
EUW1_7348330014,15.6.668.2516,CHERRY,5,1494
EUW1_7348630966,15.6.668.2516,CLASSIC,0,307
EUW1_7348660404,15.6.668.2516,CHERRY,6,1356
EUW1_7348695148,15.6.668.2516,CHERRY,6,1457
EUW1_7348735914,15.6.668.2516,CHERRY,6,1536
EUW1_7348777552,15.6.668.2516,CHERRY,6,1424
EUW1_7348804330,15.6.668.2516,CHERRY,6,1595
EUW1_7348839146,15.6.668.2516,CHERRY,6,1555
EUW1_7349009256,15.6.668.2516,ARAM,0,1249
EUW1_7349015046,15.6.668.2516,ARAM,0,1166
EUW1_7349024538,15.6.668.2516,ARAM,0,1143
EUW1_7349027541,15.6.668.2516,ARAM,0,1061
EUW1_7349029644,15.6.668.2516,ARAM,0,1003
EUW1_7349033832,15.6.668.2516,ARAM,0,1192
EUW1_7349037435,15.6.668.2516,ARAM,0,973
EUW1_7349047913,15.6.668.2516,ARAM,0,1260
EUW1_7349376838,15.6.668.2516,ARAM,0,947
EUW1_7349769008,15.6.668.2516,CLASSIC,7,1595
EUW1_7349799349,15.6.668.2516,CLASSIC,7,1599
EUW1_7349819857,15.6.668.2516,CLASSIC,6,1541
EUW1_7349824527,15.6.668.2516,CLASSIC,7,1596
EUW1_7349834169,15.6.668.2516,CLASSIC,7,1925
EUW1_7349836105,15.6.668.2516,CLASSIC,6,1408
EUW1_7350016459,15.6.668.2516,CLASSIC,7,2211
EUW1_7350045930,15.6.668.2516,CLASSIC,7,1715
EUW1_7350070937,15.6.668.2516,CLASSIC,7,2159
EUW1_7350099145,15.6.668.2516,CLASSIC,7,1986
EUW1_7350134650,15.6.668.2516,CLASSIC,7,1493
EUW1_7350324074,15.6.668.2516,ARAM,0,1406
EUW1_7350404029,15.6.668.2516,CLASSIC,7,2026
EUW1_7350719802,15.6.668.2516,CLASSIC,6,1661
EUW1_7350734223,15.6.668.2516,CLASSIC,7,1582
EUW1_7350757700,15.6.668.2516,CLASSIC,7,1674
EUW1_7350766230,15.6.668.2516,CLASSIC,6,1933
EUW1_7351093060,15.6.668.2516,CLASSIC,7,1792
EUW1_7351128531,15.6.668.2516,ARAM,0,1361
EUW1_7351132913,15.6.668.2516,CLASSIC,7,1480
EUW1_7351219146,15.6.668.2516,CLASSIC,7,1489
EUW1_7351507291,15.6.668.2516,CHERRY,0,1432
EUW1_7351556644,15.6.668.2516,CHERRY,0,1304
EUW1_7351866438,15.6.668.2516,CLASSIC,6,1744
EUW1_7351887394,15.6.668.2516,CLASSIC,6,1965
EUW1_7352273543,15.6.668.2516,CLASSIC,6,1406
EUW1_7352309621,15.6.668.2516,CLASSIC,6,367
EUW1_7352312635,15.6.668.2516,ARAM,2,1324
EUW1_7352341662,15.6.668.2516,ARAM,2,1172
EUW1_7352368534,15.6.668.2516,ARAM,2,1163
EUW1_7352711095,15.6.668.2516,CHERRY,5,1539
EUW1_7352735136,15.6.668.2516,CHERRY,2,1521
EUW1_7352744107,15.6.668.2516,CHERRY,2,1505
EUW1_7352754481,15.6.668.2516,CLASSIC,2,1999
EUW1_7352755444,15.6.668.2516,CLASSIC,2,1383
EUW1_7353048999,15.6.668.2516,ARAM,0,1367
EUW1_7353528925,15.6.668.2516,CLASSIC,0,2421
EUW1_7353561910,15.6.668.2516,CLASSIC,0,1278
EUW1_7353580684,15.6.668.2516,CLASSIC,0,1750
EUW1_7353784097,15.6.668.2516,ARAM,0,1326
EUW1_7354074985,15.6.668.2516,ARAM,0,874
EUW1_7354095891,15.6.668.2516,ARAM,0,1161
EUW1_7354116384,15.6.668.2516,ARAM,0,998
EUW1_7354147593,15.6.668.2516,ARAM,0,1194
EUW1_7354176511,15.6.668.2516,ARAM,0,1210
EUW1_7354393366,15.6.668.2516,CHERRY,5,1521
EUW1_7354419492,15.6.668.2516,CHERRY,5,1421
EUW1_7354510032,15.7.669.24,CLASSIC,6,1958
EUW1_7354523105,15.7.669.24,CLASSIC,6,1602
EUW1_7354587062,15.7.669.24,CLASSIC,4,1655
EUW1_7354632398,15.7.669.24,CLASSIC,4,1688
EUW1_7355277135,15.7.669.24,CLASSIC,5,954
EUW1_7355501816,15.7.670.3172,CLASSIC,5,1580
EUW1_7355522210,15.7.670.3172,CLASSIC,5,1694
EUW1_7356308582,15.7.670.3172,CHERRY,5,1734
EUW1_7357456448,15.7.670.3172,CLASSIC,5,1458
EUW1_7357470763,15.7.670.3172,CLASSIC,6,1681
EUW1_7357502546,15.7.670.3172,CLASSIC,5,1592
EUW1_7357521255,15.7.670.3172,CLASSIC,6,1713
