TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
29737,EUW1_7565801083,897,36,55,910,50,114,80,90,804,201,0,1,3,5,20,0,0,0,1,8,0,1
29738,EUW1_7565756692,126,59,134,22,37,39,234,55,145,555,0,1,1,11,38,0,0,2,3,27,0,1
29739,EUW1_7572914830,103,6,81,131,497,142,59,145,40,777,0,1,3,11,32,0,0,0,0,7,0,1
29740,EUW1_7572848043,103,59,110,267,166,17,202,64,31,7,1,0,1,9,48,0,0,2,5,30,0,1
29741,EUW1_7572767790,61,43,516,901,64,99,427,110,111,887,1,1,2,9,31,0,0,2,3,16,0,1
29742,EUW1_7572676445,115,201,516,15,62,61,14,145,147,254,0,1,3,10,32,0,0,1,0,14,0,1
29743,EUW1_7572595165,14,104,69,22,902,36,25,157,81,432,0,0,0,1,26,1,1,3,11,35,1,0
29744,EUW1_7572501956,122,79,112,119,16,58,64,34,18,117,1,0,2,6,23,0,1,2,8,33,1,0
29745,EUW1_7572459638,122,9,91,804,902,897,76,131,523,89,1,1,1,3,24,0,0,3,9,33,1,0
29746,EUW1_7572407098,24,20,245,51,555,897,141,61,804,117,1,0,1,4,26,0,1,4,9,34,1,0
29747,EUW1_7571187808,39,24,84,157,526,223,28,777,145,117,1,1,2,11,37,0,0,1,2,16,0,1
29748,EUW1_7570585433,245,8,893,104,51,99,127,25,516,16,0,0,0,1,57,0,0,0,4,79,1,0
29749,EUW1_7570145701,150,36,901,429,111,141,91,90,145,53,1,1,2,11,39,0,0,2,2,31,0,1
29750,EUW1_7570089233,2,245,90,222,902,92,154,142,15,412,1,1,2,9,30,1,0,3,8,37,1,0
29751,EUW1_7570050178,92,60,134,202,40,516,106,61,18,57,1,1,1,9,31,0,0,3,7,33,0,1
29752,EUW1_7570012941,98,120,7,498,497,110,59,517,22,902,0,0,2,11,40,1,1,2,3,27,0,1
29753,EUW1_7570812551,777,121,7,202,60,6,200,893,222,902,2,1,5,8,32,0,0,1,7,40,1,0
29754,EUW1_7569169087,238,516,31,136,145,64,498,799,43,110,0,0,0,0,64,0,0,0,0,0,0,1
29755,EUW1_7568857165,77,223,32,518,429,517,119,84,420,101,0,0,0,0,51,0,0,0,0,0,0,1
29756,EUW1_7568098204,24,234,901,202,99,893,246,90,222,902,1,1,0,11,35,0,0,3,2,18,0,1
29757,EUW1_7567828864,150,59,910,22,40,893,238,14,202,432,1,1,1,10,29,0,0,2,1,16,0,1
29758,EUW1_7567556164,126,104,887,202,412,98,200,136,222,902,0,1,0,7,18,1,0,3,8,39,1,0
29759,EUW1_7567547439,24,120,517,99,40,516,200,893,202,25,0,0,0,1,18,0,1,2,4,25,1,0
29760,EUW1_7567253034,98,102,103,222,76,79,246,105,202,147,1,0,3,10,31,0,1,2,5,25,0,1
29761,EUW1_7566883768,233,517,13,202,26,106,200,25,360,53,0,0,1,8,42,0,1,3,5,30,0,1
29762,EUW1_7565738758,14,5,101,202,555,31,234,45,29,35,1,0,4,12,39,0,1,0,1,9,0,1
29763,EUW1_7565531173,37,246,80,31,235,35,875,43,89,2,0,0,0,0,54,0,0,0,0,0,0,1
29764,EUW1_7565497392,62,59,711,222,40,157,107,127,202,412,0,0,0,0,8,0,0,1,4,9,1,0
29765,EUW1_7564687777,133,246,61,145,111,39,131,103,202,89,0,1,2,9,41,0,0,2,5,28,0,1
29766,EUW1_7563452471,799,59,800,29,107,41,203,910,22,147,0,0,0,0,3,0,0,2,4,20,1,0
29767,EUW1_7573098396,150,11,8,145,555,68,421,4,81,37,0,1,1,2,28,0,0,3,7,48,1,0
29768,EUW1_7573079504,39,254,893,145,57,126,517,115,498,526,1,1,3,11,37,0,0,0,2,20,0,1
29769,EUW1_7573037000,98,64,90,145,555,266,72,13,29,43,1,1,3,10,44,0,0,1,2,31,0,1
29770,EUW1_7572745449,14,121,112,145,267,266,106,7,81,43,0,0,3,10,28,0,1,0,1,12,0,1
29771,EUW1_7572512322,114,121,38,21,526,122,36,518,145,432,0,1,2,6,32,1,0,2,10,34,1,0
29772,EUW1_7572416386,36,62,90,804,80,79,131,157,145,111,0,0,2,6,23,1,1,2,8,37,1,0
29773,EUW1_7572385217,83,106,23,29,517,421,246,61,22,432,0,0,0,2,17,0,1,2,4,27,1,0
29774,EUW1_7572301248,127,950,246,51,43,58,9,61,119,111,0,1,3,4,38,2,0,2,14,44,1,0
29775,EUW1_7571797078,122,35,163,22,432,24,113,800,157,111,1,1,3,10,56,1,0,2,4,38,0,1
29776,EUW1_7571777864,98,131,134,18,412,86,200,245,157,53,0,0,1,2,16,0,0,0,0,4,0,1
29777,EUW1_7571442526,8,104,84,804,53,36,59,910,901,37,1,0,4,11,31,0,1,1,7,19,0,1
29778,EUW1_7571356207,14,246,910,119,53,266,121,245,498,497,0,0,1,0,23,1,1,3,9,37,1,0
29779,EUW1_7572910583,121,145,111,86,800,902,222,5,112,82,0,0,0,2,8,0,1,4,9,20,1,0
29780,EUW1_7572848464,267,36,141,134,115,235,51,80,103,875,0,0,1,3,9,1,1,3,10,26,1,0
29781,EUW1_7572769593,51,14,517,800,43,902,22,5,122,711,0,0,1,1,20,1,1,4,10,29,1,0
29782,EUW1_7572686727,902,222,5,875,112,61,240,63,804,201,1,1,4,4,26,0,0,0,2,11,0,1
29783,EUW1_7572565746,78,24,161,22,497,10,59,61,18,111,0,1,3,3,24,1,0,2,8,33,1,0
29784,EUW1_7572518139,98,131,157,222,902,893,59,101,145,25,1,1,3,9,22,0,0,1,1,9,0,1
29785,EUW1_7572477953,266,59,55,21,37,240,5,103,51,412,0,1,1,1,3,0,0,2,10,28,1,0
29786,EUW1_7570220746,64,11,101,202,517,266,203,711,45,267,0,1,0,2,24,1,0,3,10,39,1,0
29787,EUW1_7569591028,92,233,134,804,902,86,24,910,15,526,2,0,3,9,58,1,1,4,9,47,1,0
29788,EUW1_7569561364,164,50,103,3,89,240,876,799,28,800,0,0,0,0,57,0,0,0,0,0,0,1
29789,EUW1_7569531653,122,131,238,360,432,10,102,3,51,111,0,0,1,4,24,0,1,2,3,23,1,0
29790,EUW1_7569505468,427,81,24,36,74,141,10,56,897,41,0,0,0,0,46,0,0,0,0,0,0,1
29791,EUW1_7569464653,54,421,24,61,110,104,54,89,55,30,0,0,0,0,61,0,0,0,0,0,0,1
29792,EUW1_7569429618,127,15,56,105,115,518,517,29,246,43,0,0,0,0,71,0,0,0,0,0,0,1
29793,EUW1_7569318083,799,421,134,901,7,266,107,238,119,61,0,0,3,2,39,2,1,2,9,44,1,0
29794,EUW1_7569249373,893,517,112,901,80,24,64,61,800,267,0,0,1,2,29,1,1,2,10,46,1,0
29795,EUW1_7573199329,68,246,112,51,902,67,517,131,157,43,0,0,1,0,21,1,1,2,10,34,1,0
29796,EUW1_7573190066,92,246,142,18,43,36,25,61,523,12,0,1,3,8,35,0,0,1,3,18,0,1
29797,EUW1_7573181794,157,238,103,21,12,799,234,910,51,201,1,0,3,7,28,0,1,1,2,17,0,1
29798,EUW1_7572578291,14,44,800,145,412,235,20,1,901,99,2,1,5,9,61,2,0,3,8,73,1,0
29799,EUW1_7572510219,27,517,25,235,111,114,238,13,222,526,0,1,0,1,19,1,0,4,10,35,1,0
29800,EUW1_7572146676,78,60,133,18,161,92,44,163,498,518,2,0,2,15,55,2,0,6,7,61,1,0
29801,EUW1_7571984074,43,12,104,7,157,950,14,201,127,223,0,0,0,0,55,0,0,0,4,52,1,0
29802,EUW1_7571969290,99,800,432,136,166,203,112,122,96,74,0,0,0,4,92,0,0,0,3,80,0,1
29803,EUW1_7571216254,141,517,34,804,40,58,44,133,222,53,1,0,1,4,18,0,1,3,9,32,1,0
29804,EUW1_7567978305,21,166,55,77,161,51,166,60,106,166,0,0,0,0,57,0,0,0,0,0,0,1
29805,EUW1_7567074295,17,80,84,236,412,246,107,99,222,35,0,0,1,2,29,1,0,3,9,52,1,0
29806,EUW1_7567030554,31,64,90,51,78,14,121,901,29,267,0,1,3,10,22,0,0,0,1,8,0,1
29807,EUW1_7566978876,266,44,105,222,117,39,91,245,202,518,1,1,2,8,40,0,0,2,5,30,0,1
29808,EUW1_7566920312,48,44,893,236,902,24,233,45,114,350,0,0,1,1,21,0,1,3,10,27,1,0
29809,EUW1_7566862871,266,950,25,222,518,41,19,18,81,142,0,1,0,0,14,0,0,2,8,43,1,0
29810,EUW1_7565762168,164,254,55,21,902,14,517,42,202,142,0,0,1,3,19,1,1,3,10,35,1,0
29811,EUW1_7562926618,79,517,80,202,161,14,254,893,18,350,0,0,1,2,40,1,1,4,8,46,1,0
29812,EUW1_7562899172,157,254,4,523,412,58,104,103,22,201,0,0,1,0,11,0,0,1,2,25,1,0
29813,EUW1_7573196011,92,63,134,157,12,14,131,68,15,117,0,0,3,5,18,0,1,1,4,10,0,1
29814,EUW1_7573182723,39,48,8,42,526,875,9,126,145,12,1,1,3,10,51,0,0,2,3,33,0,1
29815,EUW1_7573170318,23,234,25,202,432,114,76,157,800,30,0,0,3,4,36,1,1,1,11,36,1,0
29816,EUW1_7573167912,39,56,800,804,902,58,59,8,21,143,0,0,0,0,7,0,0,1,4,20,1,0
29817,EUW1_7570806756,122,76,126,22,16,133,517,136,202,235,0,1,3,11,43,0,0,0,0,22,0,1
29818,EUW1_7570107101,126,517,127,157,40,141,24,10,42,60,0,0,0,9,30,0,0,1,0,9,0,1
29819,EUW1_7567129619,54,91,897,429,902,31,64,517,81,235,0,0,1,1,10,0,1,2,10,31,1,0
29820,EUW1_7567052222,266,20,61,523,40,122,36,13,42,412,0,1,1,5,30,1,0,4,9,39,1,0
29821,EUW1_7566995002,875,76,84,804,53,240,517,55,523,111,1,0,2,8,51,0,1,1,8,35,1,0
29822,EUW1_7571267884,893,60,777,498,412,799,238,8,51,117,2,1,4,11,48,0,0,2,8,42,0,1
29823,EUW1_7571209926,8,78,10,901,267,799,91,84,804,117,1,1,2,9,39,0,0,3,5,47,0,1
29824,EUW1_7571175743,92,91,84,202,432,133,141,166,21,143,0,0,1,4,29,1,1,2,7,36,1,0
29825,EUW1_7546341850,24,234,25,51,143,23,77,7,901,43,1,1,4,11,29,0,0,0,4,19,0,1
29826,EUW1_7546263359,86,64,8,51,143,901,245,233,202,526,0,1,2,10,44,0,0,0,4,23,0,1
29827,EUW1_7546171391,39,238,711,51,143,114,20,13,202,412,2,1,3,10,51,0,0,2,9,32,0,1
29828,EUW1_7546073121,897,27,134,523,34,39,131,157,51,143,0,0,3,2,36,2,1,3,11,44,1,0
29829,EUW1_7545970710,875,876,126,81,12,234,238,777,895,143,0,1,1,11,39,0,0,1,2,13,0,1
29830,EUW1_7545916238,19,59,103,498,40,98,131,517,804,43,0,0,1,2,10,0,1,1,6,20,1,0
29831,EUW1_7545906549,24,120,85,21,143,77,6,38,96,117,0,0,0,0,0,0,0,0,0,0,0,1
29832,EUW1_7545831746,875,234,147,67,89,23,20,16,498,143,0,0,1,6,36,2,1,4,7,39,1,0
29833,EUW1_7545762229,74,79,777,145,143,235,24,127,15,80,1,1,2,11,42,0,0,2,5,39,0,1
29834,EUW1_7545716259,41,91,61,236,201,266,141,27,81,412,0,0,0,1,19,0,1,3,6,30,1,0
29835,EUW1_7545674961,14,234,134,145,89,110,950,163,81,40,0,0,1,4,17,0,1,2,2,8,0,1
29836,EUW1_7545637120,54,131,163,222,902,799,79,777,143,16,0,0,1,1,13,0,1,2,7,28,1,0
29837,EUW1_7542966611,21,33,25,901,40,516,5,16,222,117,0,1,3,11,33,0,0,0,1,14,0,1
29838,EUW1_7542791385,79,234,25,145,267,126,76,13,236,902,0,0,0,1,18,0,1,3,10,43,1,0
29839,EUW1_7542711905,122,107,13,235,412,58,421,3,67,40,0,0,2,1,19,1,1,1,11,33,1,0
29840,EUW1_7572616114,897,245,777,51,80,157,62,61,145,526,0,0,0,4,19,1,1,4,11,49,1,0
29841,EUW1_7572457418,6,141,893,90,99,114,62,163,804,267,0,0,2,8,43,1,1,3,11,36,1,0
29842,EUW1_7572409364,19,2,69,235,16,887,234,14,21,111,0,0,3,1,19,1,1,1,7,29,1,0
29843,EUW1_7572133973,516,101,17,429,25,21,69,901,245,39,0,0,0,1,81,0,0,0,4,76,1,0
29844,EUW1_7571560560,82,893,113,234,222,111,875,245,115,799,0,0,0,1,69,0,0,0,4,85,1,0
29845,EUW1_7571520454,111,800,126,64,222,145,79,48,1,166,0,0,0,1,32,0,0,0,4,38,1,0
29846,EUW1_7571466327,57,897,79,142,238,145,223,103,90,26,0,0,0,2,55,0,0,0,4,74,1,0
29847,EUW1_7571406252,897,35,103,81,432,83,76,7,21,497,0,1,3,3,27,1,0,1,11,34,1,0
29848,EUW1_7571369326,875,234,112,145,111,164,238,85,202,40,0,1,3,11,35,0,0,0,3,17,0,1
29849,EUW1_7571090888,114,121,238,115,60,92,59,29,222,412,1,0,3,10,47,0,1,2,2,31,0,1
29850,EUW1_7571050989,266,78,134,222,37,58,104,910,202,497,1,1,2,11,44,0,0,3,5,26,0,1
29851,EUW1_7571017759,516,238,38,804,201,39,143,54,145,267,1,1,5,10,33,1,0,0,7,33,0,1
29852,EUW1_7570475052,14,91,69,51,161,78,131,55,21,432,0,1,0,6,31,1,0,4,9,49,1,0
29853,EUW1_7570421579,24,517,893,117,119,10,91,61,96,902,0,1,1,4,22,0,0,2,9,26,1,0
29854,EUW1_7569197108,8,59,127,50,432,31,950,246,30,267,1,1,2,11,42,0,0,2,1,23,0,1
29855,EUW1_7569169786,84,20,157,145,526,221,234,134,523,412,0,0,0,0,7,0,0,1,0,5,0,1
29856,EUW1_7573188291,41,121,800,51,37,799,64,112,523,53,0,1,1,3,17,1,0,3,5,28,1,0
29857,EUW1_7573181879,54,59,711,22,412,14,76,134,51,26,1,1,1,5,37,0,0,3,9,46,1,0
29858,EUW1_7572874913,126,246,7,157,497,233,64,61,145,12,0,1,1,9,36,0,0,2,1,15,0,1
29859,EUW1_7572826214,164,64,13,42,432,8,427,163,81,238,0,1,0,3,19,0,0,3,5,30,1,0
29860,EUW1_7572776713,67,20,777,222,117,133,11,61,42,16,1,1,2,10,50,0,0,1,1,18,0,1
29861,EUW1_7572460684,164,59,55,51,517,14,141,163,901,432,0,1,2,5,40,1,0,3,8,41,1,0
29862,EUW1_7572397150,897,234,112,110,25,875,121,238,222,526,2,1,4,9,46,0,0,1,4,39,0,1
29863,EUW1_7572354947,126,517,84,42,78,92,246,7,145,526,0,0,3,9,35,0,1,0,3,19,0,1
29864,EUW1_7571973199,114,950,134,51,902,122,234,38,81,43,1,0,2,10,33,0,1,2,3,24,0,1
29865,EUW1_7571849506,39,234,103,145,111,24,517,238,51,902,0,1,1,8,34,0,0,2,5,23,0,1
29866,EUW1_7571703143,92,121,517,235,432,10,245,69,157,7,0,1,1,10,35,1,0,3,3,27,0,1
29867,EUW1_7571057964,901,202,81,84,103,58,517,17,80,161,0,0,0,1,55,0,0,0,4,68,1,0
29868,EUW1_7571023202,86,246,7,145,117,10,233,711,804,902,0,0,0,1,16,0,1,2,9,30,1,0
29869,EUW1_7570918337,150,200,163,81,50,54,59,103,202,43,0,0,1,3,16,0,1,3,8,47,1,0
29870,EUW1_7570872426,54,33,84,236,497,75,59,55,96,101,1,1,2,9,35,0,0,1,6,13,0,1
29871,EUW1_7570851007,85,48,55,81,555,75,245,31,15,43,1,1,2,5,33,1,0,3,10,33,1,0
29872,EUW1_7570835412,62,120,142,96,412,11,59,134,202,111,0,1,4,9,32,0,0,0,1,12,0,1
29873,EUW1_7569937115,777,234,38,81,60,114,48,8,901,350,1,0,4,13,43,0,1,0,4,20,0,1
29874,EUW1_7571499235,897,233,7,804,517,69,91,238,42,53,0,1,4,6,38,0,0,0,2,21,0,1
29875,EUW1_7571366968,74,950,7,157,235,39,5,910,51,201,0,0,0,1,16,0,0,2,0,6,0,1
29876,EUW1_7571029573,201,134,888,901,202,79,86,80,103,62,0,0,0,4,51,0,0,0,3,47,0,1
29877,EUW1_7552990931,114,121,131,236,267,8,30,61,222,235,0,0,2,10,37,0,1,1,2,14,0,1
29878,EUW1_7552962216,240,33,910,18,235,901,234,800,145,60,0,0,0,0,8,0,0,0,0,2,0,1
29879,EUW1_7552899569,62,91,910,202,40,19,86,25,498,235,1,1,2,10,42,0,0,2,3,27,0,1
29880,EUW1_7546417076,235,223,51,910,24,68,45,902,498,800,0,0,0,1,42,0,0,0,4,66,1,0
29881,EUW1_7546345681,98,234,90,21,526,6,11,245,901,902,0,0,0,0,14,0,1,3,11,41,1,0
29882,EUW1_7543625842,114,107,25,115,235,24,113,142,523,111,0,0,1,2,12,0,1,2,7,27,1,0
29883,EUW1_7542934929,114,44,61,81,235,41,254,103,18,412,0,1,3,7,19,1,0,1,8,31,1,0
29884,EUW1_7542853939,2,62,25,50,235,41,91,893,22,555,0,0,0,0,16,0,1,2,10,38,1,0
29885,EUW1_7542757226,126,121,910,221,99,98,17,38,18,235,0,0,3,6,33,1,1,1,10,45,1,0
29886,EUW1_7542675827,79,136,517,429,235,41,56,84,222,16,0,1,2,9,35,0,0,1,2,16,0,1
29887,EUW1_7542629859,24,107,893,222,235,36,56,127,523,59,0,0,1,2,23,0,0,1,1,11,0,1
29888,EUW1_7540495234,82,57,910,67,143,54,141,84,202,235,0,1,1,3,21,2,0,4,9,40,1,0
29889,EUW1_7540420507,38,950,55,81,235,24,107,157,893,26,0,0,0,0,5,0,1,2,8,24,1,0
29890,EUW1_7540221118,114,246,7,202,40,897,154,112,29,235,0,0,3,8,33,2,1,2,7,37,1,0
29891,EUW1_7540130093,126,107,134,221,235,19,9,910,202,111,1,0,0,10,40,0,1,4,3,25,0,1
29892,EUW1_7573113847,799,120,84,222,57,86,233,3,236,35,0,0,3,9,44,0,0,0,0,23,0,1
29893,EUW1_7573064900,166,131,238,119,157,897,35,61,222,412,0,0,0,3,22,1,1,4,10,40,1,0
29894,EUW1_7573012622,54,72,58,236,63,14,141,157,115,111,0,1,0,0,18,0,0,2,6,30,1,0
29895,EUW1_7572727247,39,245,63,21,50,92,76,238,145,432,1,0,2,5,26,0,1,2,6,32,1,0
29896,EUW1_7572676218,8,131,157,42,526,86,25,34,523,497,0,0,1,2,26,1,1,2,10,37,1,0
29897,EUW1_7572563138,24,246,69,119,78,887,517,157,523,902,0,0,0,0,16,0,1,2,10,33,1,0
29898,EUW1_7572514906,14,9,157,15,40,897,63,126,110,26,0,1,3,5,30,1,0,3,11,33,1,0
29899,EUW1_7572483157,39,64,55,119,412,164,63,238,81,26,0,0,1,0,14,0,1,1,5,26,1,0
29900,EUW1_7572443672,234,131,910,236,267,14,35,157,29,40,0,1,2,10,45,0,0,2,2,28,0,1
29901,EUW1_7572408798,10,154,238,145,111,799,59,245,69,43,0,0,0,0,12,0,1,3,11,28,1,0
29902,EUW1_7572322998,420,245,238,81,526,3,517,62,202,432,0,1,1,11,42,0,0,2,2,20,0,1
29903,EUW1_7572268522,897,60,42,96,117,157,113,517,15,111,0,0,0,5,24,2,1,5,11,38,1,0
29904,EUW1_7571897321,421,91,55,236,43,10,200,54,523,432,0,0,0,0,8,0,0,1,3,20,1,0
29905,EUW1_7571886392,79,59,134,202,234,240,200,61,74,43,0,0,1,0,17,0,1,3,10,22,1,0
29906,EUW1_7572582158,67,64,90,202,40,133,233,105,222,12,1,0,4,9,42,0,1,0,5,32,0,1
29907,EUW1_7572540044,126,5,55,96,43,86,234,711,145,111,0,1,3,6,27,0,0,0,0,9,0,1
29908,EUW1_7572501210,86,64,7,145,111,234,246,8,69,12,0,1,2,11,35,0,0,1,1,16,0,1
29909,EUW1_7571904123,98,143,134,145,12,58,200,245,202,76,0,0,0,0,11,0,1,2,9,26,1,0
29910,EUW1_7571906457,58,143,84,236,902,39,91,517,901,267,0,0,0,1,16,0,1,4,10,30,1,0
29911,EUW1_7571881382,897,28,75,51,111,24,76,69,523,53,0,0,0,0,0,0,0,0,0,0,1,0
29912,EUW1_7571864321,122,77,163,51,89,36,517,61,145,111,0,0,3,10,40,1,1,1,7,26,0,1
29913,EUW1_7571848354,54,141,38,498,78,875,59,68,145,57,1,0,3,11,44,0,1,0,4,31,0,1
29914,EUW1_7571823041,92,104,13,110,12,58,246,69,145,497,0,0,0,3,18,0,1,3,7,34,1,0
29915,EUW1_7571796803,421,246,38,221,16,36,59,131,222,111,0,0,1,6,21,1,1,3,9,37,1,0
29916,EUW1_7571725724,89,120,10,236,432,516,421,901,222,12,1,1,3,6,42,0,0,1,3,26,0,1
29917,EUW1_7571650908,777,517,84,110,12,98,62,126,134,89,0,0,0,3,16,1,1,3,11,42,1,0
29918,EUW1_7571520742,126,121,34,498,12,67,154,4,157,117,1,1,0,6,27,0,0,5,10,36,1,0
29919,EUW1_7571407592,86,64,134,145,12,8,59,4,22,201,1,1,1,9,38,0,0,3,3,29,0,1
29920,EUW1_7571290823,10,59,55,901,412,54,254,7,804,12,0,0,2,3,23,1,1,3,7,46,1,0
29921,EUW1_7571250232,142,91,800,51,235,39,246,157,145,12,0,1,2,10,44,0,0,0,1,28,0,1
29922,EUW1_7571693111,14,11,99,29,105,266,246,7,15,43,0,0,2,3,25,1,1,1,10,40,1,0
29923,EUW1_7571630805,82,246,103,202,143,92,121,517,523,888,0,0,0,0,7,0,0,1,2,19,1,0
29924,EUW1_7570177446,79,246,61,81,117,164,91,127,51,53,0,1,1,3,20,1,0,2,8,30,1,0
29925,EUW1_7570067478,122,950,711,21,89,24,246,18,99,432,0,1,2,8,36,0,0,1,0,8,0,1
29926,EUW1_7569064715,14,246,777,51,60,98,950,90,145,117,0,1,2,10,21,0,0,1,0,3,0,1
29927,EUW1_7568918301,39,245,8,202,43,122,59,55,910,902,0,0,2,5,21,1,1,1,8,35,1,0
29928,EUW1_7567952341,79,421,42,29,117,266,234,910,222,902,0,1,2,11,39,0,0,2,0,15,0,1
29929,EUW1_7567817768,114,254,142,202,40,54,238,84,99,43,0,1,0,4,9,0,0,4,4,21,1,0
29930,EUW1_7567082147,240,950,103,18,60,19,59,50,222,43,0,1,1,9,39,0,0,1,3,13,0,1
29931,EUW1_7567034116,2,104,711,15,111,799,56,84,222,117,0,1,0,3,25,1,0,3,9,36,1,0
29932,EUW1_7566792595,516,11,8,236,267,150,64,245,498,111,0,1,0,2,27,1,0,4,9,45,1,0
29933,EUW1_7566754088,897,107,101,145,902,420,62,134,523,147,0,1,0,5,21,1,0,4,11,16,1,0
29934,EUW1_7565986207,86,120,8,901,89,92,950,517,21,12,0,0,1,1,12,0,1,1,11,36,1,0
29935,EUW1_7572349191,92,106,80,145,432,39,245,13,498,497,0,0,2,3,37,1,1,2,8,29,1,0
29936,EUW1_7572087131,92,14,910,30,111,24,233,84,895,350,1,0,4,11,37,0,1,0,4,24,0,1
29937,EUW1_7572066595,92,121,84,30,16,897,203,10,45,432,0,1,3,4,33,0,0,0,2,12,0,1
29938,EUW1_7572032325,92,246,10,236,902,114,104,142,119,12,0,1,2,10,33,0,0,1,1,16,0,1
29939,EUW1_7572013142,98,59,25,147,555,92,246,4,804,201,0,1,3,5,29,0,0,0,1,6,0,1
29940,EUW1_7571024638,68,5,13,119,526,92,246,163,895,412,0,0,0,0,8,0,0,2,2,23,1,0
29941,EUW1_7570993555,157,48,161,51,147,92,36,7,42,245,0,0,0,1,17,1,1,4,10,37,1,0
29942,EUW1_7570913923,92,107,134,804,60,85,59,61,895,526,1,1,2,11,42,0,0,3,2,26,0,1
29943,EUW1_7570843445,92,245,7,901,43,86,120,61,96,26,1,1,3,11,22,0,0,2,2,14,0,1
29944,EUW1_7572782018,897,234,133,30,267,157,233,134,523,40,0,0,2,5,27,0,0,0,0,15,0,1
29945,EUW1_7572413457,799,517,13,498,16,777,246,84,145,111,0,0,1,4,25,1,1,3,9,45,1,0
29946,EUW1_7572376904,27,234,25,498,497,122,246,61,145,555,0,1,3,11,30,0,0,0,0,13,0,1
29947,EUW1_7572313672,875,517,96,29,111,58,59,61,22,40,0,0,2,8,38,0,1,1,3,26,0,1
29948,EUW1_7572265177,8,59,238,145,517,36,91,90,29,60,1,1,4,9,52,0,0,0,3,31,0,1
29949,EUW1_7572236467,799,59,69,99,9,36,2,34,18,350,0,1,2,10,47,0,0,1,1,18,0,1
29950,EUW1_7572199140,36,76,61,21,526,77,131,134,236,902,0,1,2,8,28,0,0,1,2,19,0,1
29951,EUW1_7572144392,24,5,910,523,43,80,62,268,96,902,1,1,4,9,42,0,0,1,6,44,0,1
29952,EUW1_7572112018,799,121,268,145,53,58,91,61,202,412,1,0,1,2,26,0,1,3,9,41,1,0
29953,EUW1_7572082996,875,60,246,498,497,897,234,13,523,526,0,0,3,9,42,0,1,0,6,26,0,1
29954,EUW1_7572058726,897,5,9,22,44,36,24,517,119,40,0,1,2,10,33,0,0,1,2,10,0,1
29955,EUW1_7572022340,875,517,34,18,43,799,9,166,45,12,0,1,0,3,12,0,0,3,5,28,1,0
29956,EUW1_7571983508,98,76,157,901,99,875,64,90,202,432,0,0,0,3,31,1,1,4,11,34,1,0
29957,EUW1_7571941742,24,59,61,14,30,106,11,268,50,412,1,1,4,11,41,0,0,0,1,30,0,1
29958,EUW1_7571936823,266,131,246,804,40,86,24,134,145,89,0,1,4,10,38,0,0,0,1,19,0,1
29959,EUW1_7572311929,85,59,910,523,432,150,102,134,96,412,0,0,1,2,33,1,1,4,11,32,1,0
29960,EUW1_7572260088,897,11,90,18,44,10,234,38,360,12,0,0,0,0,0,0,0,0,0,0,0,1
29961,EUW1_7572226269,799,33,910,119,89,150,246,131,51,412,0,0,1,10,35,0,1,2,3,22,0,1
29962,EUW1_7572190430,897,91,10,222,78,85,64,910,81,526,0,0,1,10,39,0,1,1,2,23,0,1
29963,EUW1_7572127087,24,35,61,42,12,39,107,517,222,902,0,1,3,8,25,0,0,0,3,12,0,1
29964,EUW1_7572050456,85,203,166,29,117,887,80,127,800,89,0,0,1,2,41,1,1,3,10,43,1,0
29965,EUW1_7571975696,57,30,92,51,89,6,238,7,15,267,1,0,4,11,48,0,1,1,3,35,0,1
29966,EUW1_7571956417,777,238,30,51,432,39,203,127,145,89,0,0,0,0,22,0,1,3,10,41,1,0
29967,EUW1_7571948920,5,120,8,157,26,98,246,79,145,12,0,1,0,3,17,1,0,4,7,28,1,0
29968,EUW1_7571935927,85,203,238,804,117,57,200,90,202,526,1,1,3,10,36,0,0,1,3,27,0,1
29969,EUW1_7571927422,893,91,99,21,432,85,64,103,222,117,0,0,1,0,21,0,1,1,8,31,1,0
29970,EUW1_7571925764,62,35,55,51,555,86,76,8,222,518,0,1,2,6,42,1,0,3,10,41,1,0
29971,EUW1_7571912087,266,62,134,8,555,150,131,63,895,147,1,1,4,11,51,0,0,0,0,24,0,1
29972,EUW1_7570410901,78,11,238,99,16,41,517,39,202,161,0,1,0,8,30,0,0,3,5,16,0,1
29973,EUW1_7569789417,897,200,268,161,526,9,20,777,145,12,0,1,1,12,32,1,0,3,3,30,0,1
29974,EUW1_7569756700,114,121,25,119,16,48,5,38,157,497,0,1,2,10,29,0,0,1,1,11,0,1
29975,EUW1_7569221943,897,200,910,202,143,41,56,777,145,518,0,1,1,2,20,1,0,2,10,42,1,0
29976,EUW1_7569154388,23,120,163,81,40,41,104,268,18,350,0,1,4,10,27,1,0,0,6,26,1,0
29977,EUW1_7569648479,39,121,7,18,267,266,234,245,268,526,0,1,1,5,21,1,0,4,9,31,1,0
29978,EUW1_7564853739,86,234,115,145,89,92,121,105,34,45,0,0,0,1,25,0,1,4,10,58,1,0
