gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
LOLTMNT01_213146,PCS,15.05,13,175,5,27,103,0,14,178,23,114,95
LOLTMNT01_214076,PCS,15.05,131,36,49,110,104,0,141,57,171,10,20
LOLTMNT01_214082,FST,15.05,128,169,13,10,20,1,36,178,40,155,118
LOLTMNT01_214088,FST,15.05,64,90,103,49,60,0,104,163,146,113,0
LOLTMNT01_214087,PCS,15.05,60,107,111,58,118,0,163,43,2,80,4
LOLTMNT01_213467,FST,15.05,128,169,181,10,118,1,14,36,175,65,4
LOLTMNT01_213476,FST,15.05,27,44,82,150,74,0,95,105,122,172,186
LOLTMNT01_214386,PCS,15.05,128,141,181,27,82,0,178,65,5,36,4
LOLTMNT01_214389,PCS,15.05,169,2,44,18,176,0,57,13,131,118,180
LOLTMNT01_213493,FST,15.05,64,124,5,13,170,0,10,141,57,65,150
LOLTMNT01_214406,PCS,15.05,163,103,83,187,186,0,175,58,122,1,51
LOLTMNT01_213503,FST,15.05,163,27,66,122,43,0,181,36,82,52,0
LOLTMNT01_214726,FST,15.05,150,169,62,118,46,0,36,14,178,60,4
LOLTMNT01_214731,FST,15.05,27,188,131,56,114,0,90,155,82,181,41
LOLTMNT01_213886,FST,15.05,128,36,178,150,82,0,163,169,13,114,146
LOLTMNT01_213908,FST,15.05,14,52,5,58,4,1,10,90,27,43,124
LOLTMNT01_213934,FST,15.05,57,122,62,175,172,1,131,32,139,118,129
LOLTMNT01_216039,FST,15.05,36,131,57,150,4,1,105,82,181,58,60
LOLTMNT01_216067,FST,15.05,128,178,146,27,114,0,141,14,139,103,22
LOLTMNT01_215241,FST,15.05,64,124,60,188,113,0,32,169,115,129,69
LOLTMNT01_216119,FST,15.05,163,90,24,118,125,1,58,155,191,122,117
LOLTMNT01_215294,FST,15.05,141,140,20,67,5,1,36,82,52,171,56
LOLTMNT01_216433,FST,15.05,128,178,14,140,4,0,163,131,181,82,57
LOLTMNT01_216438,FST,15.05,36,103,44,74,40,0,150,62,122,0,113
LOLTMNT01_216453,FST,15.05,5,169,58,115,49,0,105,10,125,155,154
LOLTMNT01_215592,FST,15.05,64,124,107,2,112,1,22,175,65,13,43
LOLTMNT01_216472,FST,15.05,27,90,56,106,132,1,141,111,41,187,184
LOLTMNT01_216490,FST,15.05,128,175,36,14,4,1,181,131,57,95,118
LOLTMNT01_216505,FST,15.05,163,178,146,103,125,0,169,10,2,122,0
LOLTMNT01_216516,FST,15.05,5,113,13,27,15,0,90,58,56,172,18
LOLTMNT01_216716,FST,15.05,128,175,14,62,4,0,90,57,150,95,118
LOLTMNT01_215852,FST,15.05,141,163,43,20,13,1,52,36,82,0,49
LOLTMNT01_215856,FST,15.05,131,58,41,122,171,0,10,56,146,178,134
LOLTMNT01_215859,FST,15.05,169,1,23,176,44,1,113,32,71,40,124
LOLTMNT01_217140,PCS,15.05,128,178,36,4,14,0,57,131,62,150,118
LOLTMNT01_217159,PCS,15.05,57,90,36,56,122,1,51,131,62,171,4
LOLTMNT01_218049,PCS,15.05,181,163,90,13,122,0,128,131,36,57,4
LOLTMNT01_217196,PCS,15.05,36,40,109,114,150,1,62,105,82,5,27
LOLTMNT01_217215,PCS,15.05,141,59,86,49,80,0,10,28,103,14,0
LOLTMNT04_102216,EM,15.05,163,178,111,122,88,0,95,131,5,14,82
LOLTMNT04_103229,EM,15.05,57,90,27,122,111,1,141,36,5,14,20
LOLTMNT04_102217,EM,15.05,90,181,62,57,104,0,14,36,52,20,169
LOLTMNT04_103230,EM,15.05,90,58,57,13,18,0,128,163,181,170,103
LOLTMNT04_102221,EM,15.05,27,66,56,140,4,0,181,191,103,60,59
LOLTMNT04_103238,EM,15.05,175,58,60,147,65,0,10,105,43,150,115
LOLTMNT01_217274,NEXO,15.05,57,20,36,16,147,1,5,82,93,170,88
LOLTMNT01_218152,NEXO,15.05,5,131,181,82,171,0,27,90,125,146,4
LOLTMNT04_103241,EM,15.05,113,147,44,155,122,1,178,111,60,10,124
LOLTMNT04_102226,EM,15.05,141,27,2,82,56,1,14,28,22,122,114
LOLTMNT04_103243,EM,15.05,90,27,125,118,150,1,163,5,82,170,1
LOLTMNT04_102229,EM,15.05,128,131,181,176,118,1,141,40,1,155,4
LOLTMNT04_103247,EM,15.05,171,10,20,43,175,0,95,131,118,150,23
LOLTMNT01_217295,NEXO,15.05,90,36,20,171,43,0,122,131,62,60,27
LOLTMNT01_217298,NEXO,15.05,52,112,59,86,146,1,5,90,62,118,171
LOLTMNT04_103248,EM,15.05,36,52,60,4,27,0,90,95,122,46,181
LOLTMNT04_103252,EM,15.05,150,113,60,10,20,0,90,27,57,43,15
LOLTMNT04_102238,EM,15.05,113,60,95,16,13,0,131,57,36,122,14
LOLTMNT04_102239,EM,15.05,141,59,122,1,60,1,36,178,82,13,42
LOLTMNT01_218204,NEXO,15.05,13,90,58,122,110,1,163,131,5,147,103
LOLTMNT04_103257,EM,15.05,163,131,5,147,154,0,28,22,136,150,103
LOLTMNT01_217338,NEXO,15.05,13,169,62,5,4,1,57,36,131,122,150
LOLTMNT04_103259,EM,15.05,163,16,20,40,125,1,27,131,150,113,110
LOLTMNT04_102240,EM,15.05,64,20,112,171,119,0,32,124,141,56,49
LOLTMNT01_217353,CD,15.05,163,90,181,60,118,1,57,36,191,4,25
LOLTMNT01_217369,CD,15.05,128,10,20,175,1,1,27,112,141,59,148
LOLTMNT01_218280,CD,15.05,14,95,122,109,43,1,52,150,58,125,18
LOLTMNT01_217388,CD,15.05,36,175,128,145,82,0,131,62,0,150,122
LOLTMNT01_218300,CD,15.05,57,95,113,129,15,0,107,27,60,20,1
LOLTMNT01_218345,PCS,15.05,141,128,58,4,155,1,28,36,60,82,2
LOLTMNT01_217448,PCS,15.05,109,36,40,41,20,0,169,1,62,5,15
LOLTMNT01_217451,PCS,15.05,128,58,178,14,15,1,131,57,27,40,115
LOLTMNT01_217452,PCS,15.05,141,36,1,43,122,1,169,150,62,60,118
LOLTMNT01_217457,PCS,15.05,163,44,5,158,18,0,10,125,118,111,107
LOLTMNT01_217465,PCS,15.05,128,83,181,58,103,0,131,5,14,82,95
LOLTMNT01_218383,PCS,15.05,36,113,150,114,60,0,128,64,178,116,90
LOLTMNT01_218390,PCS,15.05,10,141,14,51,124,1,5,131,181,58,65
LOLTMNT04_103276,EM,15.05,90,27,60,150,170,1,163,113,14,43,124
LOLTMNT04_102248,EM,15.05,52,181,188,4,41,0,14,163,122,186,88
LOLTMNT04_102250,EM,15.05,27,170,122,146,57,0,163,178,114,1,60
LOLTMNT04_102246,EM,15.05,163,28,147,82,0,0,141,14,95,122,43
LOLTMNT04_102251,EM,15.05,5,83,181,103,155,0,175,36,111,74,122
LOLTMNT04_103283,EM,15.05,28,22,139,1,37,1,60,10,20,171,113
LOLTMNT04_102252,EM,15.05,90,10,171,71,125,0,131,64,124,11,60
LOLTMNT04_103285,EM,15.05,141,11,10,118,134,0,14,90,103,58,43
LOLTMNT01_217560,NEXO,15.05,131,62,122,93,43,0,36,113,20,150,23
LOLTMNT01_217562,CD,15.05,113,150,10,118,43,0,36,128,141,146,82
LOLTMNT01_218459,NEXO,15.05,27,141,111,122,112,0,13,113,62,103,23
LOLTMNT04_102256,EM,15.05,36,170,147,114,20,0,141,14,62,56,118
LOLTMNT04_103286,EM,15.05,57,90,36,4,13,1,163,131,181,122,146
LOLTMNT04_102257,EM,15.05,36,82,129,28,44,1,62,13,4,113,98
LOLTMNT01_218487,CD,15.05,13,95,175,20,98,1,27,169,114,49,181
LOLTMNT04_102259,EM,15.05,1,178,112,140,114,1,125,16,82,49,76
LOLTMNT01_218489,NEXO,15.05,181,141,82,13,10,0,178,163,20,147,43
LOLTMNT01_218496,NEXO,15.05,163,178,60,7,4,0,52,58,139,122,14
LOLTMNT04_102260,EM,15.05,128,107,111,95,82,0,60,14,175,118,58
LOLTMNT01_218509,CD,15.05,163,90,57,124,171,1,150,169,95,4,60
LOLTMNT04_103287,EM,15.05,169,62,60,49,4,0,128,141,176,111,82
LOLTMNT04_102261,EM,15.05,90,155,103,140,86,0,27,105,122,10,0
LOLTMNT01_217596,NEXO,15.05,169,128,58,152,14,1,27,178,5,103,150
LOLTMNT04_102262,EM,15.05,27,113,14,118,5,0,141,163,150,122,23
LOLTMNT01_217604,NEXO,15.05,90,83,181,82,140,1,5,131,146,103,130
LOLTMNT01_218515,CD,15.05,14,176,118,178,128,1,10,107,122,13,28
LOLTMNT04_103290,EM,15.05,10,16,20,146,125,0,163,171,118,131,56
LOLTMNT01_217615,CD,15.05,57,113,150,10,20,0,90,27,147,0,118
LOLTMNT04_103291,EM,15.05,36,28,65,82,60,1,57,131,62,103,42
LOLTMNT01_217622,CD,15.05,169,13,62,122,14,1,128,175,1,176,103
LOLTMNT01_217623,CD,15.05,178,36,65,40,56,1,191,163,82,171,38
LOLTMNT01_218588,PCS,15.05,131,10,146,44,122,0,163,178,14,56,114
LOLTMNT01_217684,PCS,15.05,141,139,171,22,34,1,128,170,13,62,90
LOLTMNT01_218593,PCS,15.05,125,80,36,147,118,1,43,150,113,58,103
LOLTMNT01_218602,PCS,15.05,128,150,169,176,103,1,57,90,155,58,122
LOLTMNT01_217707,PCS,15.05,141,163,104,56,1,1,65,36,28,82,44
LOLTMNT01_217715,PCS,15.05,14,175,95,0,20,1,171,178,60,27,124
LOLTMNT01_218630,PCS,15.05,64,113,111,114,23,0,10,13,170,4,110
LOLTMNT04_102264,EM,15.05,90,36,122,111,5,0,163,181,103,83,23
LOLTMNT04_102266,EM,15.05,27,113,128,171,122,1,36,169,65,13,4
LOLTMNT04_103305,EM,15.05,14,141,60,140,118,0,58,150,82,178,41
LOLTMNT04_102267,EM,15.05,150,141,5,95,118,0,131,87,175,32,144
LOLTMNT04_103310,EM,15.05,163,191,181,103,56,0,140,178,82,49,44
LOLTMNT04_102272,EM,15.05,27,169,1,60,118,1,36,131,146,122,56
LOLTMNT04_103321,EM,15.05,163,52,82,43,51,1,95,90,14,20,125
LOLTMNT04_102277,EM,15.05,139,170,163,171,103,0,90,25,155,140,86
LOLTMNT04_102278,EM,15.05,64,124,147,25,178,0,150,114,5,187,86
LOLTMNT04_102279,EM,15.05,36,20,113,44,150,1,27,122,83,58,40
LOLTMNT01_217866,VCS,15.05,64,114,124,57,13,1,128,113,36,82,93
LOLTMNT01_218753,VCS,15.05,163,107,111,4,173,0,27,5,74,122,65
LOLTMNT01_217905,VCS,15.05,128,90,27,10,124,0,57,169,1,36,65
LOLTMNT01_218782,VCS,15.05,163,80,122,129,125,1,170,155,103,13,0
LOLTMNT01_218794,VCS,15.05,191,82,23,146,22,1,43,52,14,40,59
LOLTMNT04_102306,EM,15.05,90,14,36,42,118,0,27,131,56,78,103
LOLTMNT04_103343,EM,15.05,27,82,28,60,13,0,181,191,20,95,164
LOLTMNT04_102305,EM,15.05,128,169,150,10,118,0,90,14,0,58,103
LOLTMNT04_102308,EM,15.05,36,141,111,0,4,1,169,1,27,60,118
LOLTMNT04_102313,EM,15.05,163,141,150,122,0,0,14,103,140,52,125
LOLTMNT04_103350,EM,15.05,5,175,71,10,82,0,173,113,129,58,4
LOLTMNT04_102316,EM,15.05,27,191,82,64,60,0,122,1,140,170,112
LOLTMNT04_103355,EM,15.05,131,10,181,103,40,0,83,95,2,122,113
LOLTMNT04_103356,EM,15.05,57,131,58,171,154,0,59,169,139,15,2
LOLTMNT04_103357,EM,15.05,169,187,53,147,40,0,140,86,178,111,60
LOLTMNT04_102318,EM,15.05,36,178,4,7,44,0,141,62,146,20,43
LOLTMNT04_103359,EM,15.05,128,114,155,185,176,0,5,82,62,173,147
LOLTMNT04_102321,EM,15.05,22,111,56,30,65,1,113,188,118,78,43
LOLTMNT04_103361,EM,15.05,107,125,2,65,9,1,32,131,124,104,42
LOLTMNT04_102322,EM,15.05,122,46,181,188,170,0,20,155,105,176,70
LOLTMNT04_102323,EM,15.05,64,171,178,20,112,1,163,13,156,18,46
LOLTMNT04_103364,EM,15.05,36,114,190,44,4,1,147,64,104,170,110
LOLTMNT04_103365,EM,15.05,25,85,101,189,74,1,59,107,94,125,13
LOLTMNT01_218870,VCS,15.05,128,178,65,62,122,0,27,141,13,57,124
LOLTMNT01_219026,VCS,15.05,64,170,103,147,60,0,32,114,5,131,2
LOLTMNT01_218891,VCS,15.05,128,169,36,181,118,1,65,163,178,40,124
LOLTMNT01_218894,VCS,15.05,5,175,1,122,187,0,141,27,60,146,115
LOLTMNT04_102336,EM,15.05,90,57,95,4,111,1,36,128,169,20,146
LOLTMNT04_102339,EM,15.05,122,150,10,175,112,0,131,118,58,171,56
LOLTMNT04_103376,EM,15.05,27,103,178,1,5,0,82,181,105,176,114
LOLTMNT04_103377,EM,15.05,2,155,18,125,170,1,140,13,60,107,65
11869-11869_game_1,LPL,15.06,5,169,13,163,82,1,14,36,0,175,4
11870-11870_game_1,LPL,15.06,57,175,13,27,122,0,5,181,131,36,4
LOLTMNT02_232732,LJL,15.06,27,90,43,36,65,0,60,163,191,141,171
LOLTMNT02_231734,LJL,15.06,5,98,180,95,65,1,128,131,9,20,40
LOLTMNT02_232719,LJL,15.06,163,178,125,122,111,0,5,62,175,118,78
LOLTMNT01_218987,VCS,15.05,36,170,82,2,139,0,27,191,57,163,103
LOLTMNT02_232743,LJL,15.06,13,60,176,122,170,1,14,131,36,118,23
LOLTMNT02_231750,LJL,15.06,163,65,74,172,60,1,64,124,181,175,44
LOLTMNT02_231751,LJL,15.06,57,191,163,43,122,1,10,103,107,60,172
11871-11871_game_1,LPL,15.06,57,188,82,43,83,1,163,169,118,146,27
LOLTMNT02_231757,LJL,15.06,150,155,56,154,14,0,128,169,111,36,118
LOLTMNT02_232755,LJL,15.06,27,90,128,58,154,0,36,98,110,181,18
LOLTMNT02_231765,LJL,15.06,5,191,163,147,90,1,125,169,62,150,118
LOLTMNT02_231762,LJL,15.06,36,65,66,112,13,1,85,101,131,128,40
LOLTMNT02_232751,LJL,15.06,100,58,15,23,70,1,175,163,103,57,49
LOLTMNT02_231761,LJL,15.06,57,36,20,49,45,1,0,163,178,122,171
11872-11872_game_1,LPL,15.06,128,178,163,40,124,1,13,169,5,27,103
LOLTMNT01_218993,VCS,15.05,10,74,40,5,65,0,14,90,0,22,115
11873-11873_game_1,LPL,15.06,5,178,95,82,40,1,13,36,0,175,114
LOLTMNT01_220003,VCS,15.05,163,170,103,129,46,1,36,65,60,80,4
11874-11874_game_1,LPL,15.06,150,36,82,0,107,0,163,114,2,43,124
LOLTMNT01_220011,VCS,15.05,27,52,43,188,118,0,191,125,85,82,59
LOLTMNT04_102356,EM,15.05,14,44,178,27,122,1,181,191,103,36,114
LOLTMNT04_102357,EM,15.05,169,176,118,111,107,1,82,170,150,22,60
LOLTMNT04_103389,EM,15.05,90,58,25,57,15,1,155,83,43,65,140
11875-11875_game_1,LPL,15.06,5,169,150,163,4,1,14,178,161,10,133
LOLTMNT02_234030,LJL,15.06,60,85,101,178,1,0,56,155,14,154,116
LOLTMNT02_234024,LJL,15.06,57,62,178,20,171,1,5,83,176,122,49
LOLTMNT02_233026,LJL,15.06,10,83,43,122,98,0,131,36,23,34,111
LOLTMNT02_233042,LJL,15.06,163,113,46,3,20,1,5,178,13,36,15
LOLTMNT02_234034,LJL,15.06,107,58,128,40,122,0,10,178,13,46,4
LOLTMNT02_234028,LJL,15.06,57,191,163,103,125,1,100,23,36,15,70
11876-11876_game_1,LPL,15.06,64,169,46,132,13,0,5,104,175,62,40
LOLTMNT02_234047,LJL,15.06,10,128,169,1,103,0,5,59,154,29,180
LOLTMNT02_233051,LJL,15.06,62,60,178,2,118,1,128,169,111,58,154
LOLTMNT02_233053,LJL,15.06,46,10,103,111,178,0,64,150,124,70,56
LOLTMNT02_233052,LJL,15.06,13,22,87,112,170,0,57,191,36,18,0
11877-11877_game_1,LPL,15.06,169,46,150,176,4,1,5,163,107,40,103
LOLTMNT02_234050,LJL,15.06,163,178,43,40,4,0,188,100,172,157,146
LOLTMNT02_234052,LJL,15.06,128,36,54,20,150,0,43,163,14,141,15
LOLTMNT02_233076,LJL,15.06,60,59,20,14,83,1,122,10,191,112,142
LOLTMNT01_220063,VCS,15.05,169,60,150,62,114,1,128,64,124,74,40
LOLTMNT02_234060,LJL,15.06,128,175,146,140,122,1,169,1,60,163,114
11878-11878_game_1,LPL,15.06,105,14,43,95,82,0,181,131,125,36,20
LOLTMNT02_233077,LJL,15.06,100,163,181,15,44,1,191,176,60,49,122
LOLTMNT02_234063,LJL,15.06,27,90,40,58,53,0,128,107,59,20,49
LOLTMNT02_234067,LJL,15.06,163,24,70,3,114,1,5,62,178,122,150
LOLTMNT02_234072,LJL,15.06,163,5,178,111,114,1,128,10,141,82,180
LOLTMNT01_220064,VCS,15.05,141,36,125,20,171,0,5,131,27,113,2
11879-11879_game_1,LPL,15.06,141,111,5,27,122,1,163,14,46,107,118
LOLTMNT01_219191,VCS,15.05,57,83,43,59,103,1,181,90,41,95,82
11880-11880_game_1,LPL,15.06,181,131,56,32,103,0,46,169,163,1,4
LOLTMNT01_220071,VCS,15.05,13,58,178,0,34,1,111,56,122,10,71
LOLTMNT04_102362,EM,15.05,128,141,95,171,4,0,40,58,170,111,15
LOLTMNT02_233156,LRS,15.06,5,10,111,103,113,1,136,13,107,58,82
LOLTMNT04_102363,EM,15.05,169,10,147,118,25,1,36,27,131,18,5
LOLTMNT02_234186,LRS,15.06,131,57,2,140,118,1,181,36,128,175,4
LOLTMNT04_102364,EM,15.05,155,44,105,187,86,1,83,181,60,140,65
LOLTMNT02_234224,LRS,15.06,64,52,122,0,1,0,95,141,125,133,171
LOLTMNT02_234253,LRS,15.06,128,62,169,4,155,1,90,36,82,5,146
LOLTMNT02_234270,LRS,15.06,14,178,58,15,43,0,141,10,1,122,23
11881-11881_game_1,LPL,15.06,128,114,104,129,22,1,5,64,124,112,83
LOLTMNT01_219265,PCS,15.05,90,181,56,10,20,0,27,83,60,36,65
11882-11882_game_1,LPL,15.06,169,2,5,188,82,0,181,131,46,124,163
LOLTMNT01_220114,PCS,15.05,131,150,23,22,124,1,141,14,125,122,58
11883-11883_game_1,LPL,15.06,169,5,2,10,20,0,100,163,40,82,46
LOLTMNT01_220115,PCS,15.05,5,95,107,103,129,1,114,163,13,173,175
11884-11884_game_1,LPL,15.06,46,40,175,27,4,1,2,178,5,10,20
LOLTMNT01_219266,PCS,15.05,178,46,40,160,86,0,146,59,44,80,18
11885-11885_game_1,LPL,15.06,57,105,82,36,43,0,163,46,4,129,80
LOLTMNT01_220119,PCS,15.05,57,82,188,105,51,0,176,118,1,54,157
11886-11886_game_1,LPL,15.06,46,169,13,62,122,1,181,131,172,36,82
LOLTMNT01_219279,NEXO,15.05,25,64,178,43,104,0,141,171,32,60,103
LOLTMNT01_219281,NEXO,15.05,139,90,13,155,114,1,0,54,7,27,122
LOLTMNT01_220132,NEXO,15.05,27,131,181,112,101,1,36,122,178,125,84
LOLTMNT01_219285,NEXO,15.05,90,57,122,27,128,1,58,175,5,103,147
LOLTMNT01_219289,NEXO,15.05,90,83,27,106,124,0,175,64,122,23,147
LOLTMNT01_220135,NEXO,15.05,90,176,118,60,181,1,27,169,122,111,46
LOLTMNT02_234618,LRN,15.06,64,90,5,14,4,0,131,155,23,122,129
LOLTMNT02_234670,CD,15.06,163,90,181,43,103,1,14,58,141,125,122
LOLTMNT02_234716,LRN,15.06,10,40,178,172,86,0,128,169,58,13,15
LOLTMNT02_234722,CD,15.06,36,46,175,4,13,1,10,131,56,118,171
LOLTMNT02_233715,LRN,15.06,36,82,57,170,171,1,103,140,141,2,88
LOLTMNT02_234757,CD,15.06,27,105,0,112,132,1,62,82,113,60,111
LOLTMNT02_233762,LRN,15.06,169,57,27,82,150,1,113,128,64,103,190
LOLTMNT02_234788,CD,15.06,128,36,131,82,27,1,163,90,0,13,20
LOLTMNT02_233789,LRN,15.06,13,54,95,118,112,0,10,191,155,122,43
LOLTMNT02_234810,CD,15.06,169,46,1,187,122,0,178,181,2,58,103
LOLTMNT02_233802,LRN,15.06,10,54,150,112,20,0,57,163,178,14,65
LOLTMNT02_233813,LRN,15.06,128,169,155,85,101,1,36,0,191,2,118
11887-11887_game_1,LPL,15.06,46,169,40,58,4,1,163,5,27,131,124
11888-11888_game_1,LPL,15.06,57,90,27,36,82,0,181,131,163,139,20
LOLTMNT01_219304,PCS,15.05,169,13,163,60,133,1,131,64,124,14,43
11889-11889_game_1,LPL,15.06,13,178,0,163,4,0,169,43,1,95,118
LOLTMNT01_219306,PCS,15.05,178,65,62,122,139,0,56,36,80,103,1
LOLTMNT01_220153,PCS,15.05,90,27,57,188,148,1,83,95,181,4,23
11890-11890_game_1,LPL,15.06,128,100,150,95,4,1,5,13,170,58,122
LOLTMNT01_220163,PCS,15.05,10,5,54,86,40,1,58,150,51,118,155
11891-11891_game_1,LPL,15.06,46,178,62,150,118,1,13,169,43,64,124
11892-11892_game_1,LPL,15.06,13,5,107,95,103,0,57,163,100,129,4
LOLTMNT05_121159,PRM,15.06,163,14,141,124,0,0,100,36,146,37,88
LOLTMNT05_122155,PRM,15.06,14,54,5,163,122,0,57,169,1,27,20
LOLTMNT05_122158,PRM,15.06,90,36,103,43,155,1,150,109,82,95,41
LOLTMNT05_121163,PRM,15.06,27,5,178,82,150,0,139,22,83,122,134
LOLTMNT02_235050,ROL,15.06,65,163,125,170,146,0,36,90,43,122,129
LOLTMNT05_122164,PRM,15.06,46,27,115,155,112,1,59,141,118,111,23
LOLTMNT02_236077,ROL,15.06,36,40,175,4,147,0,62,128,122,170,188
LOLTMNT02_236092,ROL,15.06,27,107,13,171,4,0,10,46,112,103,67
LOLTMNT05_121173,PRM,15.06,169,5,1,140,15,1,114,163,125,145,170
LOLTMNT02_236115,ROL,15.06,163,131,181,124,134,1,58,111,112,82,178
LOLTMNT02_235107,ROL,15.06,113,176,118,162,69,1,131,82,62,128,23
LOLTMNT02_236118,CD,15.06,128,175,1,58,122,0,90,36,150,43,114
LOLTMNT05_121175,PRM,15.06,83,181,60,95,103,1,58,113,43,147,82
LOLTMNT02_235123,ROL,15.06,171,60,54,10,104,1,155,191,103,56,59
LOLTMNT02_235130,CD,15.06,46,95,82,23,40,1,27,131,5,118,24
LOLTMNT02_235141,LRS,15.06,128,90,5,176,103,0,14,169,40,118,140
LOLTMNT02_236153,CD,15.06,57,178,65,187,4,1,107,111,62,60,136
LOLTMNT02_235157,LRS,15.06,141,58,171,56,15,0,155,36,52,125,4
LOLTMNT02_235161,CD,15.06,128,178,150,27,122,1,10,169,13,110,20
LOLTMNT02_235164,CD,15.06,113,83,36,118,129,0,141,82,62,60,49
11893-11893_game_1,LPL,15.06,46,131,181,188,82,0,5,163,13,178,118
LOLTMNT01_220195,PCS,15.05,128,36,56,129,82,1,5,178,13,104,32
11894-11894_game_1,LPL,15.06,141,125,13,62,122,1,5,131,146,36,4
LOLTMNT01_219333,PCS,15.05,57,131,95,172,122,0,27,90,20,44,155
11895-11895_game_1,LPL,15.06,46,104,178,58,150,1,64,124,128,13,114
LOLTMNT01_220197,PCS,15.05,60,187,175,1,184,0,163,65,0,54,146
11896-11896_game_1,LPL,15.06,128,141,27,36,103,1,5,40,83,122,62
11897-11897_game_1,LPL,15.06,141,64,104,56,1,1,5,191,36,122,129
11898-11898_game_1,LPL,15.06,57,100,36,40,122,0,60,163,169,129,4
11937-11937_game_1,LPL,15.06,5,107,13,95,122,0,163,0,150,170,4
LOLTMNT05_122184,PRM,15.06,169,5,36,146,20,0,107,111,62,122,168
LOLTMNT05_121190,PRM,15.06,57,131,171,155,4,0,150,113,139,115,27
LOLTMNT05_121196,PRM,15.06,90,36,14,125,20,0,54,155,1,114,86
LOLTMNT05_122198,PRM,15.06,178,65,62,118,150,1,128,131,181,4,22
LOLTMNT02_235484,CD,15.06,181,90,5,85,101,1,131,57,36,171,103
LOLTMNT02_236530,NACL,15.06,169,5,36,103,13,0,128,100,58,118,129
LOLTMNT02_235495,CD,15.06,27,178,82,150,43,0,13,113,118,187,56
LOLTMNT02_236548,NACL,15.06,155,52,82,44,181,0,64,104,178,171,110
LOLTMNT02_235505,CD,15.06,163,52,27,60,103,0,57,90,58,122,142
LOLTMNT02_235508,NACL,15.06,100,56,150,58,118,1,64,5,104,141,129
LOLTMNT02_235514,CD,15.06,46,10,150,175,118,0,128,64,169,111,124
LOLTMNT02_236569,NACL,15.06,57,36,131,122,49,1,10,105,181,82,164
LOLTMNT02_235520,NACL,15.06,125,95,171,4,74,0,113,155,25,174,152
11899-11899_game_1,LPL,15.06,128,100,150,176,4,0,46,169,1,62,118
11900-11900_game_1,LPL,15.06,141,36,150,65,56,1,163,169,1,5,122
11901-11901_game_1,LPL,15.06,57,131,150,95,4,1,169,46,129,58,118
11902-11902_game_1,LPL,15.06,46,114,27,36,4,0,56,100,13,95,103
11903-11903_game_1,LPL,15.06,46,178,150,36,4,1,56,100,2,163,122
11904-11904_game_1,LPL,15.06,128,131,27,62,122,0,46,100,129,36,20
LOLTMNT05_121222,TCL,15.06,57,163,90,4,150,0,5,181,188,185,15
LOLTMNT05_122234,TCL,15.06,46,163,114,14,122,1,36,169,128,13,103
LOLTMNT05_122237,TCL,15.06,46,163,118,14,175,0,64,124,2,113,181
LOLTMNT05_122243,TCL,15.06,57,105,36,28,4,1,141,163,5,13,118
LOLTMNT02_235837,ROL,15.06,100,163,65,40,0,1,120,27,122,111,28
LOLTMNT02_235862,ROL,15.06,57,46,62,4,60,1,141,36,18,171,56
LOLTMNT02_236926,ROL,15.06,128,140,103,147,178,0,90,36,122,0,181
LOLTMNT02_236948,ROL,15.06,57,83,49,64,82,0,175,111,112,58,15
LOLTMNT02_235921,NACL,15.06,100,5,27,103,1,0,46,181,36,82,105
LOLTMNT02_236984,NACL,15.06,57,122,188,155,175,0,14,113,139,118,164
LOLTMNT02_235955,NACL,15.06,90,163,150,122,125,1,27,131,147,103,56
LOLTMNT02_237012,NACL,15.06,191,187,14,4,60,0,30,10,49,118,110
11905-11905_game_1,LPL,15.06,5,169,13,36,65,0,131,10,125,129,133
11906-11906_game_1,LPL,15.06,163,114,13,139,4,1,181,131,5,93,118
LOLTMNT01_219415,VCS,15.05,27,90,36,82,0,1,163,128,170,129,103
11907-11907_game_1,LPL,15.06,141,150,95,4,23,0,100,129,139,62,103
LOLTMNT01_219421,VCS,15.05,5,58,1,110,118,0,169,10,150,60,124
11908-11908_game_1,LPL,15.06,46,169,2,176,118,0,128,131,181,122,62
LOLTMNT01_220255,VCS,15.05,107,62,122,147,175,1,57,178,4,155,33
11909-11909_game_1,LPL,15.06,128,64,124,129,178,1,62,175,104,40,5
LOLTMNT01_220257,VCS,15.05,22,52,14,115,56,0,59,139,28,65,18
11910-11910_game_1,LPL,15.06,128,129,175,36,65,0,163,40,4,83,181
LOLTMNT01_220262,VCS,15.05,113,2,25,85,101,1,114,171,172,86,76
11958-11958_game_1,LPL,15.06,46,131,181,27,20,0,128,122,175,62,180
LOLTMNT05_122252,TCL,15.06,163,131,5,4,14,1,128,169,27,82,181
LOLTMNT05_122257,TCL,15.06,163,107,128,118,150,0,105,58,155,112,15
LOLTMNT05_122260,TCL,15.06,46,36,90,4,150,0,2,131,27,122,62
LOLTMNT05_121265,TCL,15.06,57,90,27,76,122,0,141,5,36,13,103
LOLTMNT02_238415,NACL,15.06,100,111,57,90,10,1,114,14,139,58,82
LOLTMNT02_237504,NACL,15.06,163,4,56,141,87,0,95,178,146,122,60
LOLTMNT02_238453,NACL,15.06,100,163,129,0,20,0,169,5,58,49,189
LOLTMNT02_238470,NACL,15.06,141,32,103,150,41,0,74,65,56,95,122
